id,customer_name,customer_code,invoice_number,invoice_date,due_date,amount,received_amount,balance,category,payment_terms,status,currency,description,created_at
127,Live Nation Entertainment,C-LIV838,AR-50127,2023-03-22,2023-04-21,1032037.33,507460.8,524576.53,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2023-03-22 10:45:00
128,Amazon Air Logistics,C-AMA673,AR-50128,2023-03-22,2023-04-21,1432416.0,172394.39,1260021.61,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2023-03-22 10:45:00
129,Ryder Integrated Logistics,C-RYD108,AR-50129,2023-03-22,2023-04-21,785645.42,350746.93,434898.49,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2023-03-22 10:45:00
130,Boeing Corporate Shuttle,C-BOE487,AR-50130,2023-03-23,2023-04-22,1389250.52,465740.99,923509.53,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2023-03-23 10:45:00
131,American Express Global Business Travel,C-AME924,AR-50131,2023-03-24,2023-04-23,1714046.44,618808.55,1095237.89,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-03-24 10:45:00
132,DHL Express,C-DHL723,AR-50132,2023-03-24,2023-04-23,2343599.46,1286100.8,1057498.66,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-03-24 10:45:00
133,Marriott Meeting Services,C-MAR321,AR-50133,2023-03-25,2023-04-24,483991.55,93117.1,390874.45,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-03-25 10:45:00
134,BCD Travel,C-BCD303,AR-50134,2023-03-25,2023-04-24,1367018.47,348794.07,1018224.4,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2023-03-25 10:45:00
135,Ryder Integrated Logistics,C-RYD108,AR-50135,2023-03-26,2023-04-25,1201899.9,139479.18,1062420.72,Cargo Services,Net 30,Overdue,USD,Cargo Services - Ryder Integrated Logistics,2023-03-26 10:45:00
136,DHL Express,C-DHL723,AR-50136,2023-03-26,2023-04-25,3121433.87,22588.27,3098845.6,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-03-26 10:45:00
137,Live Nation Entertainment,C-LIV838,AR-50137,2023-03-26,2023-04-10,2136249.47,812616.82,1323632.65,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-03-26 10:45:00
138,FedEx Trade Networks,C-FED679,AR-50138,2023-03-27,2023-04-26,1404651.72,403130.66,1001521.06,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2023-03-27 10:45:00
139,Boeing Corporate Shuttle,C-BOE487,AR-50139,2023-03-27,2023-04-11,1886935.83,51293.02,1835642.81,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-03-27 10:45:00
140,Maersk Air Cargo,C-MAE973,AR-50140,2023-03-27,2023-04-26,1731563.81,733983.5,997580.31,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-03-27 10:45:00
141,Boeing Corporate Shuttle,C-BOE487,AR-50141,2023-03-27,2023-04-11,736433.43,316900.98,419532.45,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-03-27 10:45:00
142,Shell Corporate Travel,C-SHE535,AR-50142,2023-03-27,2023-04-26,1526728.56,296405.2,1230323.36,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2023-03-27 10:45:00
143,FedEx Trade Networks,C-FED679,AR-50143,2023-03-27,2023-04-26,1123468.22,48298.11,1075170.11,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2023-03-27 10:45:00
144,Siemens Mobility,C-SIE388,AR-50144,2023-03-28,2023-04-27,2161542.95,1086279.43,1075263.52,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2023-03-28 10:45:00
145,Boeing Corporate Shuttle,C-BOE487,AR-50145,2023-03-29,2023-04-28,449181.11,62502.88,386678.23,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2023-03-29 10:45:00
146,Sony Music Touring,C-SON493,AR-50146,2023-03-30,2023-04-14,544980.68,155262.0,389718.68,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2023-03-30 10:45:00
147,Boeing Corporate Shuttle,C-BOE487,AR-50147,2023-03-31,2023-04-15,1988497.36,1013177.22,975320.14,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-03-31 10:45:00
148,United Nations Travel Office,C-UNI757,AR-50148,2023-04-01,2023-05-01,1854487.09,151721.5,1702765.59,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2023-04-01 10:45:00
149,Pfizer Corporate Travel,C-PFI869,AR-50149,2023-04-02,2023-05-02,944585.99,168847.97,775738.02,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2023-04-02 10:45:00
150,TUI Travel Partners,C-TUI255,AR-50150,2023-04-02,2023-05-17,545149.08,270080.69,275068.39,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2023-04-02 10:45:00
151,Amazon Air Logistics,C-AMA673,AR-50151,2023-04-02,2023-05-02,615597.99,264531.39,351066.6,Cargo Services,Net 30,Overdue,USD,Cargo Services - Amazon Air Logistics,2023-04-02 10:45:00
152,Kuehne+Nagel,C-KUE458,AR-50152,2023-04-02,2023-05-02,887199.5,423322.15,463877.35,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2023-04-02 10:45:00
153,American Express Global Business Travel,C-AME924,AR-50153,2023-04-02,2023-05-02,901893.62,425452.1,476441.52,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2023-04-02 10:45:00
154,Boeing Corporate Shuttle,C-BOE487,AR-50154,2023-04-03,2023-04-18,1325128.84,252324.67,1072804.17,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-04-03 10:45:00
155,Marriott Meeting Services,C-MAR321,AR-50155,2023-04-03,2023-05-03,392638.15,49329.47,343308.68,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-04-03 10:45:00
156,Live Nation Entertainment,C-LIV838,AR-50156,2023-04-03,2023-05-03,2265674.99,1198695.34,1066979.65,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2023-04-03 10:45:00
157,Kuehne+Nagel,C-KUE458,AR-50157,2023-04-03,2023-05-03,911779.48,206768.44,705011.04,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2023-04-03 10:45:00
158,Siemens Mobility,C-SIE388,AR-50158,2023-04-04,2023-05-04,1342772.82,481495.8,861277.02,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2023-04-04 10:45:00
159,Pfizer Corporate Travel,C-PFI869,AR-50159,2023-04-07,2023-05-07,1332944.94,68455.83,1264489.11,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2023-04-07 10:45:00
160,Kuehne+Nagel,C-KUE458,AR-50160,2023-04-08,2023-05-08,478112.4,223638.34,254474.06,Cargo Services,Net 30,Overdue,USD,Cargo Services - Kuehne+Nagel,2023-04-08 10:45:00
161,Shell Corporate Travel,C-SHE535,AR-50161,2023-04-09,2023-05-09,1923096.22,994600.47,928495.75,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Shell Corporate Travel,2023-04-09 10:45:00
162,Siemens Mobility,C-SIE388,AR-50162,2023-04-11,2023-05-11,1805777.31,686788.3,1118989.01,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Siemens Mobility,2023-04-11 10:45:00
163,Sony Music Touring,C-SON493,AR-50163,2023-04-11,2023-04-26,2177741.52,1047426.26,1130315.26,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2023-04-11 10:45:00
164,Disney Corporate Events,C-DIS143,AR-50164,2023-04-12,2023-04-27,842749.85,100430.82,742319.03,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-04-12 10:45:00
165,TUI Travel Partners,C-TUI255,AR-50165,2023-04-12,2023-05-27,244576.09,59934.06,184642.03,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2023-04-12 10:45:00
166,UPS Supply Chain Solutions,C-UPS130,AR-50166,2023-04-13,2023-05-13,622046.35,222677.64,399368.71,Cargo Services,Net 30,Overdue,USD,Cargo Services - UPS Supply Chain Solutions,2023-04-13 10:45:00
167,Boeing Corporate Shuttle,C-BOE487,AR-50167,2023-04-13,2023-05-13,1610662.93,854036.84,756626.09,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Boeing Corporate Shuttle,2023-04-13 10:45:00
168,Marriott Meeting Services,C-MAR321,AR-50168,2023-04-13,2023-05-13,1076446.11,428806.68,647639.43,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-04-13 10:45:00
169,Boeing Corporate Shuttle,C-BOE487,AR-50169,2023-04-13,2023-05-13,1239080.46,26990.73,1212089.73,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2023-04-13 10:45:00
170,Pfizer Corporate Travel,C-PFI869,AR-50170,2023-04-14,2023-05-14,1027632.7,244228.26,783404.44,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2023-04-14 10:45:00
171,Disney Corporate Events,C-DIS143,AR-50171,2023-04-14,2023-04-29,2350954.65,121580.8,2229373.85,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-04-14 10:45:00
172,DHL Express,C-DHL723,AR-50172,2023-04-15,2023-05-15,1836738.55,802017.77,1034720.78,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-04-15 10:45:00
173,Marriott Meeting Services,C-MAR321,AR-50173,2023-04-16,2023-05-16,502107.66,256657.51,245450.15,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-04-16 10:45:00
174,CWT Group,C-CWT276,AR-50174,2023-04-16,2023-05-16,3143712.47,98510.41,3045202.06,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2023-04-16 10:45:00
175,Sony Music Touring,C-SON493,AR-50175,2023-04-17,2023-05-17,976850.66,78211.21,898639.45,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2023-04-17 10:45:00
176,Expedia Partner Solutions,C-EXP610,AR-50176,2023-04-17,2023-05-17,509764.87,251718.04,258046.83,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-04-17 10:45:00
177,Sony Music Touring,C-SON493,AR-50177,2023-04-18,2023-05-03,661569.61,341071.1,320498.51,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Sony Music Touring,2023-04-18 10:45:00
178,Walmart Corporate Travel,C-WAL198,AR-50178,2023-04-18,2023-05-18,3022810.85,1114314.2,1908496.65,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2023-04-18 10:45:00
179,UPS Supply Chain Solutions,C-UPS130,AR-50179,2023-04-18,2023-05-18,1569931.89,216740.03,1353191.86,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2023-04-18 10:45:00
180,American Express Global Business Travel,C-AME924,AR-50180,2023-04-18,2023-05-18,474386.74,46919.05,427467.69,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2023-04-18 10:45:00
181,Live Nation Entertainment,C-LIV838,AR-50181,2023-04-20,2023-05-20,758784.75,26182.81,732601.94,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2023-04-20 10:45:00
182,Disney Corporate Events,C-DIS143,AR-50182,2023-04-22,2023-05-07,1837670.88,20977.99,1816692.89,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-04-22 10:45:00
183,Live Nation Entertainment,C-LIV838,AR-50183,2023-04-23,2023-05-08,1114033.57,414436.27,699597.3,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-04-23 10:45:00
184,American Express Global Business Travel,C-AME924,AR-50184,2023-04-24,2023-05-24,1135676.02,207547.47,928128.55,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-04-24 10:45:00
185,American Express Global Business Travel,C-AME924,AR-50185,2023-04-25,2023-05-25,821955.43,50823.46,771131.97,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-04-25 10:45:00
186,TUI Travel Partners,C-TUI255,AR-50186,2023-04-27,2023-06-11,307517.94,21340.91,286177.03,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2023-04-27 10:45:00
187,Walmart Corporate Travel,C-WAL198,AR-50187,2023-04-30,2023-05-30,2018107.12,140906.48,1877200.64,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Walmart Corporate Travel,2023-04-30 10:45:00
188,Expedia Partner Solutions,C-EXP610,AR-50188,2023-05-01,2023-05-31,459156.32,182727.03,276429.29,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Expedia Partner Solutions,2023-05-01 10:45:00
189,Live Nation Entertainment,C-LIV838,AR-50189,2023-05-01,2023-05-16,1802698.96,379737.63,1422961.33,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-05-01 10:45:00
190,Amazon Air Logistics,C-AMA673,AR-50190,2023-05-02,2023-06-01,2836415.27,1228089.53,1608325.74,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2023-05-02 10:45:00
191,Maersk Air Cargo,C-MAE973,AR-50191,2023-05-03,2023-06-02,2032057.31,488157.64,1543899.67,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-05-03 10:45:00
192,BCD Travel,C-BCD303,AR-50192,2023-05-03,2023-06-02,849910.67,192988.37,656922.3,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2023-05-03 10:45:00
193,Boeing Corporate Shuttle,C-BOE487,AR-50193,2023-05-03,2023-06-02,996160.92,542967.11,453193.81,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2023-05-03 10:45:00
194,Marriott Meeting Services,C-MAR321,AR-50194,2023-05-04,2023-06-03,812890.22,50168.63,762721.59,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-05-04 10:45:00
195,TUI Travel Partners,C-TUI255,AR-50195,2023-05-04,2023-06-18,932790.9,387145.25,545645.65,Interline Billing,Net 45,Overdue,USD,Interline Billing - TUI Travel Partners,2023-05-04 10:45:00
196,BCD Travel,C-BCD303,AR-50196,2023-05-04,2023-06-03,2393469.06,1189454.87,1204014.19,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2023-05-04 10:45:00
197,BCD Travel,C-BCD303,AR-50197,2023-05-05,2023-06-04,1703581.74,374134.75,1329446.99,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2023-05-05 10:45:00
198,American Express Global Business Travel,C-AME924,AR-50198,2023-05-05,2023-06-04,3116076.5,178224.67,2937851.83,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-05-05 10:45:00
199,Amazon Air Logistics,C-AMA673,AR-50199,2023-05-07,2023-06-06,2709267.65,1206713.78,1502553.87,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2023-05-07 10:45:00
200,Boeing Corporate Shuttle,C-BOE487,AR-50200,2023-05-07,2023-05-22,2243681.98,270464.72,1973217.26,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-05-07 10:45:00
201,Disney Corporate Events,C-DIS143,AR-50201,2023-05-07,2023-05-22,1839388.21,86717.74,1752670.47,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Disney Corporate Events,2023-05-07 10:45:00
202,Boeing Corporate Shuttle,C-BOE487,AR-50202,2023-05-08,2023-05-23,2193388.05,581225.14,1612162.91,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Boeing Corporate Shuttle,2023-05-08 10:45:00
203,Amazon Air Logistics,C-AMA673,AR-50203,2023-05-09,2023-06-08,2115826.26,990749.34,1125076.92,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2023-05-09 10:45:00
204,UPS Supply Chain Solutions,C-UPS130,AR-50204,2023-05-09,2023-06-08,1854764.34,518892.93,1335871.41,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - UPS Supply Chain Solutions,2023-05-09 10:45:00
205,Maersk Air Cargo,C-MAE973,AR-50205,2023-05-10,2023-06-09,1775245.62,586507.81,1188737.81,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-05-10 10:45:00
206,Boeing Corporate Shuttle,C-BOE487,AR-50206,2023-05-10,2023-06-09,1151356.6,509869.67,641486.93,Cargo Services,Net 30,Overdue,USD,Cargo Services - Boeing Corporate Shuttle,2023-05-10 10:45:00
207,Pfizer Corporate Travel,C-PFI869,AR-50207,2023-05-11,2023-06-10,829899.28,158877.99,671021.29,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2023-05-11 10:45:00
208,Sony Music Touring,C-SON493,AR-50208,2023-05-11,2023-06-10,881534.4,47850.89,833683.51,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2023-05-11 10:45:00
209,Pfizer Corporate Travel,C-PFI869,AR-50209,2023-05-12,2023-06-11,2641739.12,759715.68,1882023.44,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2023-05-12 10:45:00
210,Maersk Air Cargo,C-MAE973,AR-50210,2023-05-13,2023-06-12,892470.03,309914.3,582555.73,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-05-13 10:45:00
211,Live Nation Entertainment,C-LIV838,AR-50211,2023-05-13,2023-06-12,1790060.07,715612.12,1074447.95,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Live Nation Entertainment,2023-05-13 10:45:00
212,Sony Music Touring,C-SON493,AR-50212,2023-05-14,2023-06-13,629012.29,418.43,628593.86,Cargo Services,Net 30,Overdue,USD,Cargo Services - Sony Music Touring,2023-05-14 10:45:00
213,Maersk Air Cargo,C-MAE973,AR-50213,2023-05-14,2023-06-13,1054185.03,255344.74,798840.29,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Maersk Air Cargo,2023-05-14 10:45:00
214,DHL Express,C-DHL723,AR-50214,2023-05-14,2023-06-13,2713116.75,901169.11,1811947.64,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - DHL Express,2023-05-14 10:45:00
215,American Express Global Business Travel,C-AME924,AR-50215,2023-05-15,2023-06-14,775902.83,252466.8,523436.03,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - American Express Global Business Travel,2023-05-15 10:45:00
216,Marriott Meeting Services,C-MAR321,AR-50216,2023-05-16,2023-06-15,542908.85,237848.24,305060.61,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - Marriott Meeting Services,2023-05-16 10:45:00
217,FedEx Trade Networks,C-FED679,AR-50217,2023-05-16,2023-06-15,618628.62,244613.31,374015.31,Cargo Services,Net 30,Overdue,USD,Cargo Services - FedEx Trade Networks,2023-05-16 10:45:00
218,Live Nation Entertainment,C-LIV838,AR-50218,2023-05-17,2023-06-01,1720251.18,589435.67,1130815.51,Charter Revenue,Net 15,Overdue,USD,Charter Revenue - Live Nation Entertainment,2023-05-17 10:45:00
219,American Express Global Business Travel,C-AME924,AR-50219,2023-05-17,2023-06-16,536584.0,3791.81,532792.19,Loyalty Partnerships,Net 30,Overdue,USD,Loyalty Partnerships - American Express Global Business Travel,2023-05-17 10:45:00
220,Maersk Air Cargo,C-MAE973,AR-50220,2023-05-17,2023-06-16,563889.11,261834.71,302054.4,Cargo Services,Net 30,Overdue,USD,Cargo Services - Maersk Air Cargo,2023-05-17 10:45:00
221,Amazon Air Logistics,C-AMA673,AR-50221,2023-05-18,2023-06-17,2219656.61,705800.69,1513855.92,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Amazon Air Logistics,2023-05-18 10:45:00
222,United Nations Travel Office,C-UNI757,AR-50222,2023-05-19,2023-06-18,2282396.38,96573.52,2185822.86,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - United Nations Travel Office,2023-05-19 10:45:00
223,CWT Group,C-CWT276,AR-50223,2023-05-19,2023-06-18,1809399.02,616158.99,1193240.03,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - CWT Group,2023-05-19 10:45:00
224,Pfizer Corporate Travel,C-PFI869,AR-50224,2023-05-20,2023-06-19,1270193.64,643412.47,626781.17,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - Pfizer Corporate Travel,2023-05-20 10:45:00
225,Emirates SkyCargo Partner,C-EMI151,AR-50225,2023-05-20,2023-07-04,180297.87,67410.19,112887.68,Interline Billing,Net 45,Overdue,USD,Interline Billing - Emirates SkyCargo Partner,2023-05-20 10:45:00
226,BCD Travel,C-BCD303,AR-50226,2023-05-21,2023-06-20,1658729.72,787931.51,870798.21,Corporate Contracts,Net 30,Overdue,USD,Corporate Contracts - BCD Travel,2023-05-21 10:45:00
227,DB Schenker Logistics,C-DBS187,AR-50227,2023-05-24,2023-06-23,1032277.13,189181.54,843095.59,Cargo Services,Net 30,Overdue,USD,Cargo Services - DB Schenker Logistics,2023-05-24 10:45:00
