id,period,period_start,period_end,passenger_revenue,cargo_revenue,ancillary_revenue,loyalty_revenue,other_revenue,total_revenue,fuel_expense,labor_expense,maintenance_expense,airport_expense,lease_expense,distribution_expense,catering_expense,insurance_expense,depreciation_expense,other_expense,total_expenses,operating_income,interest_expense,interest_income,fuel_hedging_gain_loss,pre_tax_income,income_tax,net_income,created_at
78,2023-03-19,2023-03-19,2023-03-19,41966376.26,2354532.27,6007213.19,1359148.48,1334765.44,53022035.64,15308390.41,12692921.83,4415083.21,2983560.02,3488319.67,1850425.25,1238231.19,913736.94,2297853.96,871455.56,46059978.04,6962057.6,248683.45,171491.89,-9536.84,6875329.2,1684455.65,5190873.55,2023-03-19 18:15:00
79,2023-03-20,2023-03-20,2023-03-20,40401236.35,2155878.03,6264571.18,1514353.12,1396186.79,51732225.47,15122201.15,12040169.43,4208793.06,3138971.73,3447656.32,1835494.26,1244450.66,880547.13,2060862.11,795416.25,44774562.1,6957663.37,390058.93,132274.24,-55262.03,6644616.65,1627931.08,5016685.57,2023-03-20 18:15:00
80,2023-03-21,2023-03-21,2023-03-21,37369470.49,2013713.45,5957135.31,1395341.09,1286201.43,48021861.77,14103495.7,11448363.79,4335485.01,2725492.87,3353228.99,1677556.23,1136625.23,757536.88,1974836.35,678072.66,42190693.71,5831168.06,289524.34,265543.63,-110978.48,5696208.87,1395571.17,4300637.7,2023-03-21 18:15:00
81,2023-03-22,2023-03-22,2023-03-22,38689719.74,2544375.75,5694761.33,1306621.3,1439418.17,49674896.29,14797942.22,11789731.51,4659792.27,2976768.71,3465408.97,1693933.77,1277431.82,793164.51,2048981.6,779545.01,44282700.39,5392195.9,260436.95,95310.19,52396.47,5279465.61,1293469.07,3985996.54,2023-03-22 18:15:00
82,2023-03-23,2023-03-23,2023-03-23,38447533.72,2694716.8,6355580.57,1524842.93,1520616.92,50543290.94,14899977.46,11909332.25,4690863.41,3328212.79,3405419.34,1715507.45,1179603.66,806849.91,2143702.2,862973.45,44942441.92,5600849.02,207222.14,214996.65,25076.98,5633700.51,1380256.62,4253443.89,2023-03-23 18:15:00
83,2023-03-24,2023-03-24,2023-03-24,42228849.2,2322982.41,7128081.1,1769339.61,1384864.28,54834116.6,16124609.9,13609169.93,4800693.32,3524721.2,3680166.2,1752315.22,1368251.99,887322.81,2216300.83,810710.17,48774261.57,6059855.03,217383.95,181034.38,-40619.63,5982885.83,1465807.03,4517078.8,2023-03-24 18:15:00
84,2023-03-25,2023-03-25,2023-03-25,42818273.55,2001128.63,5873658.04,1584374.52,1078531.31,53355966.05,14951889.7,13406243.54,4471029.12,3360724.56,3421926.62,1903625.57,1224102.66,821973.13,2118014.39,561418.17,46240947.46,7115018.59,295659.71,115468.95,22313.07,6957140.9,1704499.52,5252641.38,2023-03-25 18:15:00
85,2023-03-26,2023-03-26,2023-03-26,40180863.25,2095511.13,7005063.68,1386052.54,1521670.16,52189160.76,15168876.7,12165317.94,4409252.8,3155102.99,3676138.22,1771164.97,1316281.49,812681.88,2184377.49,902635.83,45561830.31,6627330.45,211945.78,197077.31,38011.84,6650473.82,1629366.09,5021107.73,2023-03-26 18:15:00
86,2023-03-27,2023-03-27,2023-03-27,39658996.59,2319939.44,7308364.31,1521961.36,1441493.75,52250755.45,14224015.11,13089966.91,4509127.04,3031547.85,3609099.91,1928002.61,1335318.13,817451.34,2084017.17,825589.59,45454135.66,6796619.79,286939.56,135691.38,-28408.51,6616963.1,1621155.96,4995807.14,2023-03-27 18:15:00
87,2023-03-28,2023-03-28,2023-03-28,37606723.81,2463288.36,5309931.88,1413315.25,1251634.17,48044893.47,14532346.13,10912251.87,3983001.31,2957695.68,3291262.73,1721461.59,1231234.93,753185.49,1837560.64,717495.1,41937495.47,6107398.0,229506.6,105567.83,18285.73,6001744.96,1470427.52,4531317.44,2023-03-28 18:15:00
88,2023-03-29,2023-03-29,2023-03-29,38137350.78,2004653.43,5412763.29,1439606.55,1552858.04,48547232.09,13224176.54,11585913.69,4357810.63,3123141.87,3031800.79,1589829.45,1272254.27,761669.36,2124453.96,535925.34,41606975.9,6940256.19,202504.44,249481.2,48066.33,7035299.28,1723648.32,5311650.96,2023-03-29 18:15:00
89,2023-03-30,2023-03-30,2023-03-30,39865248.97,2193486.19,6255984.22,1720240.04,1182540.53,51217499.95,14470472.81,12773304.34,3905432.72,3187245.28,3435764.41,1869099.8,1251687.45,704710.56,2171137.79,737705.26,44506560.42,6710939.53,323761.29,39838.03,-62978.84,6364037.43,1559189.17,4804848.26,2023-03-30 18:15:00
90,2023-03-31,2023-03-31,2023-03-31,42001389.05,2245629.73,6649846.53,1635303.41,1599262.91,54131431.63,14744084.64,13381476.4,4499239.06,3044510.19,3613042.6,1569811.52,1399672.1,871388.79,2372314.41,717189.8,46212729.51,7918702.12,229987.62,180666.14,26765.94,7896146.58,1934555.91,5961590.67,2023-03-31 18:15:00
91,2023-04-01,2023-04-01,2023-04-01,44068650.44,2407175.96,6441335.55,1439403.7,1440018.21,55796583.86,15502117.24,13363917.43,4877093.66,3421102.41,3814568.66,2112483.86,1475053.55,863314.44,2360810.33,701220.3,48491681.88,7304901.98,222778.6,168844.74,18614.15,7269582.27,1781047.66,5488534.61,2023-04-01 18:15:00
92,2023-04-02,2023-04-02,2023-04-02,43439079.06,2185046.45,7510830.72,1550890.97,1055217.48,55741064.68,15877208.19,13984433.86,4499821.19,3080252.09,3684369.46,1745983.47,1243968.96,787799.0,2342270.05,820904.3,48067010.57,7674054.11,160018.09,240463.21,86136.42,7840635.65,1920955.73,5919679.92,2023-04-02 18:15:00
93,2023-04-03,2023-04-03,2023-04-03,39766993.67,1961657.02,7069570.22,1547987.16,1481029.35,51827237.42,14459114.79,12618577.98,4304268.67,3286497.36,3448407.11,1813446.67,1196957.45,811093.62,2153644.75,721853.2,44813861.6,7013375.82,207971.67,130999.36,27167.91,6963571.42,1706075.0,5257496.42,2023-04-03 18:15:00
94,2023-04-04,2023-04-04,2023-04-04,38869890.56,2348717.39,6385107.31,1670767.1,1379322.53,50653804.89,14957414.46,12165276.53,4370813.07,2984571.66,3456556.17,1765529.88,1102046.92,791163.93,2062671.44,712182.49,44368226.55,6285578.34,387822.81,287683.18,-18018.35,6167420.36,1511017.99,4656402.37,2023-04-04 18:15:00
95,2023-04-05,2023-04-05,2023-04-05,38601653.06,2433807.46,6242664.51,1697309.55,1353108.22,50328542.8,14378070.75,11992106.1,4523949.7,2885367.36,3294146.22,1824280.52,1287993.78,869437.88,2102130.62,829376.78,43986859.71,6341683.09,153389.97,213046.23,-11851.93,6389487.42,1565424.42,4824063.0,2023-04-05 18:15:00
96,2023-04-06,2023-04-06,2023-04-06,37412458.29,2213529.0,5632623.45,1746665.34,1321635.72,48326911.8,13452142.77,11905231.92,3795638.18,3066525.81,3182419.67,1611345.2,1050491.82,747171.27,1941299.36,749605.7,41501871.7,6825040.1,262976.64,35099.85,93217.0,6690380.31,1639143.18,5051237.13,2023-04-06 18:15:00
97,2023-04-07,2023-04-07,2023-04-07,40816861.21,2295713.83,6606870.49,1594197.14,1427864.45,52741507.12,14832078.0,12171983.73,4121494.88,3305739.23,3554073.65,1566895.49,1124988.82,879084.37,2077812.66,738854.21,44373005.04,8368502.08,175931.16,94638.65,-14090.48,8273119.09,2026914.18,6246204.91,2023-04-07 18:15:00
98,2023-04-08,2023-04-08,2023-04-08,43596090.02,2134775.38,6239938.43,1757625.96,1365577.17,55094006.96,16215671.09,13365191.39,4392850.98,3399145.8,3838783.55,1837133.03,1231566.53,957688.77,2231398.81,757831.15,48227261.1,6866745.86,78011.73,176187.6,26943.84,6991865.57,1713007.06,5278858.51,2023-04-08 18:15:00
99,2023-04-09,2023-04-09,2023-04-09,44790523.56,2064567.98,8668095.6,1440967.64,1126935.9,58091090.68,16892438.73,13210595.27,4488561.25,3925512.65,3986032.85,1949634.33,1242715.52,892972.25,2494271.01,818519.9,49901253.76,8189836.92,262818.29,118543.06,-9806.35,8035755.34,1968760.06,6066995.28,2023-04-09 18:15:00
100,2023-04-10,2023-04-10,2023-04-10,38963910.06,2391255.2,6275954.54,1572837.63,1671339.81,50875297.24,13730735.57,12276127.06,3940381.77,3200310.55,3518067.92,1521253.6,1241776.31,811588.32,1991838.6,737951.86,42970031.56,7905265.68,186763.55,185412.87,51667.79,7955582.79,1949117.78,6006465.01,2023-04-10 18:15:00
101,2023-04-11,2023-04-11,2023-04-11,36257307.31,2273573.75,5740923.8,1232255.76,1407481.77,46911542.39,12855945.31,11072509.91,3721293.37,2770836.31,3149013.92,1599249.35,1049560.67,831680.28,1837770.23,758470.53,39646329.88,7265212.51,232845.44,127465.18,53475.5,7213307.75,1767260.4,5446047.35,2023-04-11 18:15:00
102,2023-04-12,2023-04-12,2023-04-12,38623785.84,2286969.39,6240097.51,1451018.86,1322643.31,49924514.91,14237347.1,11730943.35,4395809.84,3123158.41,3494224.59,1590010.78,1071608.53,810223.76,2091186.35,644769.11,43189281.82,6735233.09,338614.13,102054.43,462.2,6499135.59,1592288.22,4906847.37,2023-04-12 18:15:00
103,2023-04-13,2023-04-13,2023-04-13,38560635.38,2459981.85,6671894.07,1928100.41,1253654.28,50874265.99,14424946.71,11791050.29,4159747.94,3059668.3,3231413.07,1795768.5,1217786.97,833002.5,2054169.67,911508.04,43479061.99,7395204.0,253852.81,95584.92,-16658.37,7220277.74,1768968.05,5451309.69,2023-04-13 18:15:00
104,2023-04-14,2023-04-14,2023-04-14,41070585.56,2006599.55,7166543.5,1631852.77,1584107.38,53459688.76,14385093.83,13205504.04,4439142.79,3464202.61,3798015.71,1791318.73,1284404.74,833583.35,2230778.86,864418.79,46296463.45,7163225.31,262114.91,246967.65,-16285.66,7131792.39,1747289.14,5384503.25,2023-04-14 18:15:00
105,2023-04-15,2023-04-15,2023-04-15,40628286.66,2090429.04,7361800.34,1447856.3,1224072.84,52752445.18,15121965.94,12613457.32,4166794.06,3262365.86,3761434.92,2000488.24,1118105.24,880282.73,2241176.35,527524.45,45693595.11,7058850.07,164825.63,53557.21,-76392.61,6871189.04,1683441.31,5187747.73,2023-04-15 18:15:00
106,2023-04-16,2023-04-16,2023-04-16,41320061.06,2210080.37,5987857.95,1620243.59,1473313.79,52611556.76,14196793.72,12156848.86,4484678.29,3269270.03,3573020.9,1761837.01,1206353.97,839699.25,2193496.74,798154.06,44480152.83,8131403.93,274656.87,197824.44,7540.98,8062112.48,1975217.56,6086894.92,2023-04-16 18:15:00
107,2023-04-17,2023-04-17,2023-04-17,38730131.75,2079691.4,5869074.18,1375863.68,1348445.07,49403206.08,14394774.31,11654072.39,4451605.73,2799822.7,3392247.69,1722234.42,1180145.86,699939.54,1978679.01,843879.55,43117401.2,6285804.88,201739.29,200899.93,4480.5,6289446.02,1540914.27,4748531.75,2023-04-17 18:15:00
108,2023-04-18,2023-04-18,2023-04-18,37942781.56,2309727.54,6098238.62,1295063.49,1358576.98,49004388.19,13878827.64,12456279.87,3868959.12,2998287.18,3279569.69,1645266.32,1149876.46,766662.26,2103484.0,773162.41,42920374.95,6084013.24,72033.08,138314.82,-35047.54,6115247.44,1498235.62,4617011.82,2023-04-18 18:15:00
109,2023-04-19,2023-04-19,2023-04-19,37557101.43,2136590.26,6010195.61,1743395.46,1257980.64,48705263.4,12964897.25,11758237.03,4349276.27,2962799.74,3242838.48,1497855.55,1144854.97,721657.18,2051133.72,690412.6,41383962.79,7321300.61,231801.53,77558.12,-79185.59,7087871.61,1736528.54,5351343.07,2023-04-19 18:15:00
110,2023-04-20,2023-04-20,2023-04-20,35786011.48,1992808.2,4759807.61,1505438.88,1342064.42,45386130.59,12336412.6,11112598.49,3801248.82,2629098.71,2985420.66,1524546.18,1169552.04,731272.27,1862657.77,675246.52,38828054.06,6558076.53,273809.05,144668.53,12101.83,6441037.84,1578054.27,4862983.57,2023-04-20 18:15:00
111,2023-04-21,2023-04-21,2023-04-21,41007905.62,2171663.32,6437505.97,1541967.1,1451533.36,52610575.37,14269540.39,13165819.94,4327754.48,3174285.14,3519751.45,1868034.59,1432050.24,793533.77,2155330.36,807921.66,45514022.02,7096553.35,341867.72,139816.37,17845.08,6912347.08,1693525.03,5218822.05,2023-04-21 18:15:00
112,2023-04-22,2023-04-22,2023-04-22,42204229.65,2185308.15,6132605.43,1534301.1,1490944.33,53547388.66,14880203.35,13670144.62,4481381.98,3336390.92,3647212.61,1885081.18,1259972.85,882360.75,2225482.42,885629.71,47153860.39,6393528.27,447278.89,79183.09,19970.19,6045402.66,1481123.65,4564279.01,2023-04-22 18:15:00
113,2023-04-23,2023-04-23,2023-04-23,42906089.22,2312473.76,7111076.78,1592338.69,1313306.91,55235285.36,15126081.03,13681887.07,4614820.74,3368631.65,3747148.93,1845602.25,1216125.09,886237.09,2238797.94,672202.95,47397534.74,7837750.62,297397.99,297957.77,-41932.05,7796378.35,1910112.7,5886265.65,2023-04-23 18:15:00
114,2023-04-24,2023-04-24,2023-04-24,37251556.21,2214813.87,7042400.65,1663154.95,1434177.41,49606103.09,13097694.19,11581432.65,4430396.62,2815826.0,3520704.18,1542079.52,1173091.34,731788.79,1912473.66,684066.34,41489553.29,8116549.8,237668.27,101784.09,21451.4,8002117.02,1960518.67,6041598.35,2023-04-24 18:15:00
115,2023-04-25,2023-04-25,2023-04-25,37555368.59,2222058.14,5947676.33,1514960.23,1604591.07,48844654.36,12755778.07,11948922.96,4096152.56,2939488.37,3282387.59,1723674.96,1186506.97,757456.62,2057592.62,892741.38,41640702.1,7203952.26,293150.96,91016.5,-4151.21,6997666.59,1714428.31,5283238.28,2023-04-25 18:15:00
116,2023-04-26,2023-04-26,2023-04-26,36931556.45,2193552.85,6346457.68,940920.26,1160702.63,47573189.87,13329503.17,10961273.78,3988595.9,2835168.29,3045747.07,1657401.09,1137954.61,790693.19,1999792.06,716732.66,40462861.82,7110328.05,145499.59,170114.62,40883.02,7175826.1,1758077.39,5417748.71,2023-04-26 18:15:00
117,2023-04-27,2023-04-27,2023-04-27,36710082.75,2102394.11,5475519.65,1798965.04,1448909.2,47535870.75,13175574.97,11152437.76,3797536.81,2927284.62,3341230.81,1696404.14,1184405.5,815144.78,1784895.94,858298.38,40733213.71,6802657.04,90081.42,148408.77,-41584.07,6819400.32,1670753.08,5148647.24,2023-04-27 18:15:00
118,2023-04-28,2023-04-28,2023-04-28,40184932.78,2008290.26,6973724.85,1554511.78,1284563.59,52006023.26,14300463.89,12486376.35,4411527.23,3185712.04,3357409.61,1739693.82,1420693.46,785165.03,2172084.31,1040120.47,44899246.21,7106777.05,172161.76,255877.78,54261.44,7244754.51,1774964.85,5469789.66,2023-04-28 18:15:00
119,2023-04-29,2023-04-29,2023-04-29,43063430.02,2175338.92,6608008.73,1733866.71,1266832.95,54847477.33,15151349.07,13441986.7,4252917.87,3277968.3,3613418.62,1680046.81,1175398.92,817367.79,2393254.61,768738.42,46572447.11,8275030.22,334158.16,131227.94,70324.87,8142424.87,1994894.09,6147530.78,2023-04-29 18:15:00
120,2023-04-30,2023-04-30,2023-04-30,41762353.55,2065545.38,5907302.06,1792154.91,1495416.0,53022771.9,14155391.31,12985944.66,4332049.15,3162702.81,3581342.87,1859377.13,1232216.37,951810.98,2084247.88,668375.25,45013458.41,8009313.49,171398.76,141227.17,8526.73,7987668.63,1956978.81,6030689.82,2023-04-30 18:15:00
121,2023-05-01,2023-05-01,2023-05-01,37031185.86,2476485.92,6332325.08,1517415.58,1395780.03,48753192.47,13388615.79,11214361.58,4519248.65,2983776.69,3307141.13,1656717.07,1282780.09,779574.86,1993521.12,705406.95,41831143.93,6922048.54,239644.13,192477.52,20703.3,6895585.23,1689418.38,5206166.85,2023-05-01 18:15:00
122,2023-05-02,2023-05-02,2023-05-02,37387526.11,2411214.61,5808033.16,1532970.73,1275424.54,48415169.15,14417652.99,11061028.82,3485892.18,3093193.37,3103854.05,1780872.96,1124051.67,779071.19,1971805.88,832643.37,41650066.48,6765102.67,261788.97,158931.19,35495.96,6697740.85,1640946.51,5056794.34,2023-05-02 18:15:00
123,2023-05-03,2023-05-03,2023-05-03,36009851.85,2283331.85,6051731.58,1304398.49,1730838.03,47380151.8,13445683.64,10849464.47,3880057.42,2929795.35,3103734.24,1613647.91,1193233.13,723049.97,2060592.08,828100.43,40627358.64,6752793.16,210979.62,159970.55,-44534.9,6657249.19,1631026.05,5026223.14,2023-05-03 18:15:00
124,2023-05-04,2023-05-04,2023-05-04,39291213.83,2234913.27,6486944.23,1298955.14,1658398.44,50970424.91,13700212.53,12727352.54,4176743.69,3326799.26,3264066.25,1728359.51,1271526.11,826496.67,2175490.14,996163.69,44193210.39,6777214.52,124475.13,169276.44,-18760.66,6803255.17,1666797.52,5136457.65,2023-05-04 18:15:00
125,2023-05-05,2023-05-05,2023-05-05,43125017.54,2149973.34,6445801.21,1692969.79,1147192.13,54560954.01,14517360.53,12842216.24,4356389.56,3513702.14,3723426.43,1900604.04,1410690.91,966552.52,2165108.28,814398.02,46210448.67,8350505.34,272499.51,200262.85,11682.5,8289951.18,2031038.04,6258913.14,2023-05-05 18:15:00
126,2023-05-06,2023-05-06,2023-05-06,44287828.29,1943182.94,7852551.77,1955157.18,1229252.99,57267973.17,14316993.29,13437820.27,4572157.4,3750482.28,3972493.74,1878741.02,1538790.99,930854.55,2377375.55,914919.61,47690628.7,9577344.47,208655.8,152635.85,96210.25,9617534.77,2356296.02,7261238.75,2023-05-06 18:15:00
127,2023-05-07,2023-05-07,2023-05-07,43313914.84,2119987.39,7287823.28,1579310.67,1599859.38,55900895.56,15724095.35,14039252.42,4523571.74,3639477.16,3608756.32,1828503.12,1369550.09,953946.73,2485018.87,758936.31,48931108.11,6969787.45,446920.06,204847.18,-51953.3,6675761.27,1635561.51,5040199.76,2023-05-07 18:15:00
128,2023-05-08,2023-05-08,2023-05-08,37805989.05,2170877.09,6305335.05,1322718.3,1442444.91,49047364.4,13640804.89,12406536.21,3896698.43,3221864.89,3383842.41,1658007.38,1048694.22,786179.41,1964981.53,490473.64,42498083.01,6549281.39,297229.87,159272.79,75886.11,6487210.42,1589366.55,4897843.87,2023-05-08 18:15:00
129,2023-05-09,2023-05-09,2023-05-09,36829068.37,2189029.28,5832556.54,1592970.83,1762432.99,48206058.01,12748843.56,11771747.99,3916457.34,2773804.13,3319544.23,1550267.65,1106299.59,721847.0,1975641.86,719267.87,40603721.22,7602336.79,165787.51,173649.67,-5141.75,7605057.2,1863239.01,5741818.19,2023-05-09 18:15:00
130,2023-05-10,2023-05-10,2023-05-10,37077466.03,2226384.18,6624986.63,1374242.69,1603959.81,48907039.34,12483337.96,10999790.93,3829749.42,3078320.51,3212305.23,1640430.58,1334139.0,749097.55,2042859.8,620752.18,39990783.16,8916256.18,316070.1,223754.8,2925.71,8826866.59,2162582.31,6664284.28,2023-05-10 18:15:00
131,2023-05-11,2023-05-11,2023-05-11,38089375.18,2299927.32,5964340.95,1409385.52,1547170.21,49310199.18,12705988.81,12084279.63,4351537.51,3188149.04,3108260.61,1867827.09,1078843.22,733844.14,1976595.3,803101.13,41898426.48,7411772.7,221928.31,113016.74,59044.53,7361905.66,1803666.89,5558238.77,2023-05-11 18:15:00
132,2023-05-12,2023-05-12,2023-05-12,40581405.89,2019953.38,6178370.81,1485352.2,1310361.77,51575444.05,14097631.72,11584504.15,4077175.08,3362568.45,3345053.74,1861113.69,1276245.19,836439.54,2251000.18,579564.27,43271296.01,8304148.04,93003.41,274348.33,93631.23,8579124.19,2101885.43,6477238.76,2023-05-12 18:15:00
133,2023-05-13,2023-05-13,2023-05-13,44372868.26,2018072.38,7088594.48,1616536.85,1581575.93,56677647.9,15171249.49,13068335.0,4661269.47,3326288.93,3729926.81,1961957.76,1146488.85,976209.5,2283598.97,766357.42,47091682.2,9585965.7,247348.57,125820.86,22260.45,9486698.44,2324241.12,7162457.32,2023-05-13 18:15:00
134,2023-05-14,2023-05-14,2023-05-14,41817082.32,2378507.55,7365807.06,1330447.46,1264857.58,54156701.97,14901958.45,12711019.59,4180376.9,3410363.5,3795482.65,2009395.31,1189993.84,875227.05,2107586.44,841343.78,46022747.51,8133954.46,333708.31,125449.23,54897.24,7980592.62,1955245.19,6025347.43,2023-05-14 18:15:00
135,2023-05-15,2023-05-15,2023-05-15,37128097.12,2258853.75,5857001.16,1296575.03,1727425.93,48267952.99,12974207.54,11498363.69,4030516.8,2955234.83,3222532.4,1561478.31,1222646.84,757431.25,1940976.36,759965.61,40923353.63,7344599.36,148048.64,192022.01,-38293.39,7350279.34,1800818.44,5549460.9,2023-05-15 18:15:00
136,2023-05-16,2023-05-16,2023-05-16,34742891.83,2057753.11,5759187.65,1388205.65,1569155.68,45517193.92,12621324.13,10769167.75,3760119.27,3028767.83,2957996.02,1774300.26,1094867.91,692332.92,1910790.41,678439.31,39288105.81,6229088.11,207410.96,142136.78,-21554.77,6142259.16,1504853.49,4637405.67,2023-05-16 18:15:00
137,2023-05-17,2023-05-17,2023-05-17,38388760.57,2102558.49,6616687.15,1521025.76,1345673.86,49974705.83,13543574.13,11531143.47,4060801.46,2840468.58,3363082.67,1653113.04,1171174.09,817358.6,1989130.16,936260.64,41906106.84,8068598.99,113770.95,175705.0,-57961.0,8072572.04,1977780.15,6094791.89,2023-05-17 18:15:00
138,2023-05-18,2023-05-18,2023-05-18,38934067.75,2099997.33,6361694.75,1693499.32,1637714.29,50726973.44,13965109.43,12524172.25,3823630.27,2977274.18,3267289.09,1928011.11,1155482.64,748824.88,2102800.4,920132.88,43412727.13,7314246.31,137528.94,219183.49,-20731.41,7375169.45,1806916.52,5568252.93,2023-05-18 18:15:00
139,2023-05-19,2023-05-19,2023-05-19,44282721.42,2119443.82,6777978.98,2001033.49,1895226.09,57076403.8,14269100.95,14584459.43,4359670.21,3171627.23,3882832.42,2168835.2,1198900.49,848492.05,2388295.09,778028.15,47650241.22,9426162.58,157200.04,202018.8,30435.57,9501416.91,2327847.14,7173569.77,2023-05-19 18:15:00
140,2023-05-20,2023-05-20,2023-05-20,46133490.27,2190693.3,6244087.51,2003366.28,1454498.66,58026136.02,14743368.91,13905142.43,4992846.8,3564768.87,3774290.98,1769422.32,1452980.76,980651.17,2273846.92,1057167.69,48514486.85,9511649.17,144302.37,311424.25,14138.39,9692909.44,2374762.81,7318146.63,2023-05-20 18:15:00
141,2023-05-21,2023-05-21,2023-05-21,43565349.32,2535140.69,6683445.61,1835594.9,1592145.05,56211675.57,14755361.76,13050910.48,4280768.38,3810674.97,3672587.15,2076132.38,1325205.93,883774.86,2257148.73,1041287.73,47153852.37,9057823.2,180927.25,177362.05,81469.98,9135727.98,2238253.36,6897474.62,2023-05-21 18:15:00
