id,transaction_id,transaction_type,booking_date,service_date,recognition_date,gross_amount,recognized_amount,deferred_amount,recognition_method,performance_obligation,status,flight_number,route,notes,created_at
115,TXN-100115,Ticket,2024-01-17,2024-01-19,2024-01-19,861.65,861.65,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK198,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2024-01-19 08:30:00
116,TXN-100116,Ticket,2025-01-14,2025-01-26,2025-01-26,1219.75,1219.75,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK461,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2025-01-26 08:30:00
117,TXN-100117,Ticket,2025-09-29,2025-11-12,2025-11-12,444.95,444.95,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK750,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-11-12 10:00:00
118,TXN-100118,Ticket,2023-09-25,2023-10-10,2023-10-10,344.56,344.56,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK294,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2023-10-10 10:00:00
119,TXN-100119,Ticket,2024-08-25,2024-11-29,2024-11-29,1255.68,0.0,1255.68,Point-in-time (flight departure),Air transportation service,Deferred,SK338,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2024-08-25 10:00:00
120,TXN-100120,Cargo,2025-03-06,2025-03-22,2025-03-22,15364.25,15364.25,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK545,SEA-DEN,ASC 606 - Cargo revenue for SEA-DEN,2025-03-22 08:30:00
121,TXN-100121,Ticket,2024-12-16,2025-01-19,2025-01-19,549.05,549.05,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK531,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-01-19 08:30:00
122,TXN-100122,Ticket,2024-06-11,2024-06-21,2024-06-21,674.74,674.74,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK891,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2024-06-21 12:15:00
123,TXN-100123,Ticket,2024-04-14,2024-05-05,2024-05-05,616.34,616.34,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK991,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2024-05-05 10:00:00
124,TXN-100124,Ticket,2024-09-15,2024-10-04,2024-10-04,875.27,875.27,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK320,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2024-10-04 12:15:00
125,TXN-100125,Ticket,2024-06-22,2024-06-22,2024-06-22,370.18,370.18,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK691,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2024-06-22 12:15:00
126,TXN-100126,Cargo,2024-01-23,2024-02-17,2024-02-17,8504.0,8504.0,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK180,LAX-JFK,ASC 606 - Cargo revenue for LAX-JFK,2024-02-17 10:00:00
127,TXN-100127,Ticket,2025-08-06,2025-09-04,2025-09-04,773.18,773.18,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK445,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2025-09-04 08:30:00
128,TXN-100128,Ticket,2025-05-07,2025-05-28,2025-05-28,794.05,794.05,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK337,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2025-05-28 12:15:00
129,TXN-100129,Cargo,2024-11-26,2024-12-11,2024-12-11,28132.73,28132.73,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK563,MCO-LGA,ASC 606 - Cargo revenue for MCO-LGA,2024-12-11 12:15:00
130,TXN-100130,Ticket,2023-08-01,2023-09-12,2023-09-12,850.25,850.25,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK106,LHR-JFK,ASC 606 - Ticket revenue for LHR-JFK,2023-09-12 10:00:00
131,TXN-100131,Ticket,2024-07-11,2024-07-14,2024-07-14,330.62,330.62,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK182,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2024-07-14 10:00:00
132,TXN-100132,Ticket,2023-08-10,2023-09-14,2023-09-14,843.64,843.64,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK218,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2023-09-14 08:30:00
133,TXN-100133,Ticket,2023-06-26,2023-07-23,2023-07-23,826.23,826.23,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK567,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2023-07-23 10:00:00
134,TXN-100134,Ancillary,2023-09-15,2023-10-06,2023-10-06,37.45,37.45,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK371,MSP-BOS,ASC 606 - Ancillary revenue for MSP-BOS,2023-10-06 10:00:00
135,TXN-100135,Ticket,2023-06-20,2023-06-21,2023-06-21,351.89,351.89,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK979,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2023-06-21 12:15:00
136,TXN-100136,Ticket,2025-05-06,2025-05-26,2025-05-26,1040.05,1040.05,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK657,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2025-05-26 12:15:00
137,TXN-100137,Ticket,2024-07-11,2024-09-07,2024-09-07,438.87,0.0,438.87,Point-in-time (flight departure),Air transportation service,Deferred,SK213,SFO-NRT,ASC 606 - Ticket revenue for SFO-NRT,2024-07-11 12:15:00
138,TXN-100138,Ticket,2025-02-28,2025-03-06,2025-03-06,417.18,0.0,417.18,Point-in-time (flight departure),Air transportation service,Deferred,SK348,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2025-02-28 12:15:00
139,TXN-100139,Ticket,2025-11-25,2025-12-17,2025-12-17,884.4,884.4,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK249,ORD-SFO,ASC 606 - Ticket revenue for ORD-SFO,2025-12-17 10:00:00
140,TXN-100140,Ticket,2023-10-20,2023-11-24,2023-11-24,383.34,383.34,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK132,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2023-11-24 12:15:00
141,TXN-100141,Ticket,2023-07-31,2023-09-16,2023-09-16,578.14,0.0,578.14,Point-in-time (flight departure),Air transportation service,Deferred,SK726,JFK-LHR,ASC 606 - Ticket revenue for JFK-LHR,2023-07-31 10:00:00
142,TXN-100142,Ancillary,2023-06-06,2023-07-01,2023-07-01,75.15,75.15,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK301,MIA-DFW,ASC 606 - Ancillary revenue for MIA-DFW,2023-07-01 08:30:00
143,TXN-100143,Ticket,2023-01-21,2023-02-17,2023-02-17,499.37,499.37,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK123,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2023-02-17 10:00:00
144,TXN-100144,Ticket,2023-01-31,2023-02-04,2023-02-04,453.12,453.12,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK546,IAD-DEN,ASC 606 - Ticket revenue for IAD-DEN,2023-02-04 08:30:00
145,TXN-100145,Cargo,2024-10-07,2024-10-16,2024-10-16,61190.35,61190.35,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK754,SFO-NRT,ASC 606 - Cargo revenue for SFO-NRT,2024-10-16 12:15:00
146,TXN-100146,Cargo,2025-01-11,2025-03-11,2025-03-11,27562.71,0.0,27562.71,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK780,JFK-SFO,ASC 606 - Cargo revenue for JFK-SFO,2025-01-11 12:15:00
147,TXN-100147,Ticket,2023-11-14,2024-01-04,2024-01-04,475.4,0.0,475.4,Point-in-time (flight departure),Air transportation service,Deferred,SK323,SFO-SEA,ASC 606 - Ticket revenue for SFO-SEA,2023-11-14 10:00:00
148,TXN-100148,Ancillary,2024-08-07,2024-08-16,2024-08-16,33.02,33.02,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK451,MCO-LGA,ASC 606 - Ancillary revenue for MCO-LGA,2024-08-16 10:00:00
149,TXN-100149,Ticket,2023-08-13,2023-11-11,2023-11-11,480.9,0.0,480.9,Point-in-time (flight departure),Air transportation service,Deferred,SK841,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2023-08-13 12:15:00
150,TXN-100150,Cargo,2025-02-01,2025-02-16,2025-02-16,22902.95,22902.95,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK956,BOS-ATL,ASC 606 - Cargo revenue for BOS-ATL,2025-02-16 08:30:00
151,TXN-100151,Cargo,2025-02-10,2025-02-25,2025-02-25,15574.15,15574.15,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK620,SFO-NRT,ASC 606 - Cargo revenue for SFO-NRT,2025-02-25 12:15:00
152,TXN-100152,Ticket,2025-02-07,2025-02-26,2025-02-26,760.42,760.42,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK240,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2025-02-26 10:00:00
153,TXN-100153,Ticket,2024-07-09,2024-11-06,2024-11-06,395.92,0.0,395.92,Point-in-time (flight departure),Air transportation service,Deferred,SK674,ORD-SFO,ASC 606 - Ticket revenue for ORD-SFO,2024-07-09 08:30:00
154,TXN-100154,Ticket,2025-07-05,2025-10-09,2025-10-09,673.57,0.0,673.57,Point-in-time (flight departure),Air transportation service,Deferred,SK471,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2025-07-05 10:00:00
155,TXN-100155,Ticket,2023-04-01,2023-05-05,2023-05-05,911.99,911.99,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK759,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2023-05-05 08:30:00
156,TXN-100156,Ticket,2024-03-27,2024-05-03,2024-05-03,656.83,656.83,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK749,ORD-SFO,ASC 606 - Ticket revenue for ORD-SFO,2024-05-03 10:00:00
157,TXN-100157,Ancillary,2023-03-10,2023-03-16,2023-03-16,77.1,77.1,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK374,JFK-SFO,ASC 606 - Ancillary revenue for JFK-SFO,2023-03-16 12:15:00
158,TXN-100158,Ticket,2025-06-16,2025-06-27,2025-06-27,797.38,797.38,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK538,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2025-06-27 10:00:00
159,TXN-100159,Ticket,2023-03-21,2023-04-09,2023-04-09,376.47,376.47,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK641,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2023-04-09 12:15:00
160,TXN-100160,Ticket,2024-04-17,2024-06-09,2024-06-09,260.46,0.0,260.46,Point-in-time (flight departure),Air transportation service,Deferred,SK998,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2024-04-17 10:00:00
161,TXN-100161,Ticket,2023-07-21,2023-08-08,2023-08-08,910.6,0.0,910.6,Point-in-time (flight departure),Air transportation service,Deferred,SK759,DEN-ATL,ASC 606 - Ticket revenue for DEN-ATL,2023-07-21 08:30:00
162,TXN-100162,Ticket,2025-02-06,2025-03-22,2025-03-22,275.83,275.83,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK570,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2025-03-22 10:00:00
163,TXN-100163,Ancillary,2024-03-12,2024-03-13,2024-03-13,128.52,128.52,0.0,Point-in-time (service delivery),Ancillary service obligation,Recognized,SK240,CLT-MCO,ASC 606 - Ancillary revenue for CLT-MCO,2024-03-13 12:15:00
164,TXN-100164,Ticket,2024-08-20,2024-09-28,2024-09-28,546.24,546.24,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK867,LAS-SEA,ASC 606 - Ticket revenue for LAS-SEA,2024-09-28 08:30:00
165,TXN-100165,Ticket,2025-11-10,2025-12-18,2025-12-18,235.34,235.34,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK343,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2025-12-18 12:15:00
166,TXN-100166,Ticket,2025-09-26,2025-11-16,2025-11-16,948.24,0.0,948.24,Point-in-time (flight departure),Air transportation service,Deferred,SK852,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2025-09-26 12:15:00
167,TXN-100167,Ticket,2024-04-09,2024-04-16,2024-04-16,1058.02,1058.02,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK719,IAD-DEN,ASC 606 - Ticket revenue for IAD-DEN,2024-04-16 12:15:00
168,TXN-100168,Ticket,2024-02-06,2024-04-29,2024-04-29,562.03,0.0,562.03,Point-in-time (flight departure),Air transportation service,Deferred,SK348,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2024-02-06 12:15:00
169,TXN-100169,Ticket,2023-11-21,2023-12-30,2023-12-30,1016.75,1016.75,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK798,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2023-12-30 08:30:00
170,TXN-100170,Ticket,2025-01-18,2025-02-20,2025-02-20,715.29,715.29,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK163,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2025-02-20 08:30:00
171,TXN-100171,Ticket,2025-12-15,2025-12-31,2025-12-31,794.44,0.0,794.44,Point-in-time (flight departure),Air transportation service,Deferred,SK966,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2025-12-15 10:00:00
172,TXN-100172,Ticket,2024-10-10,2024-11-03,2024-11-03,1144.22,1144.22,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK229,PHX-ORD,ASC 606 - Ticket revenue for PHX-ORD,2024-11-03 12:15:00
173,TXN-100173,Cargo,2024-09-05,2024-09-28,2024-09-28,23430.14,23430.14,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK240,LHR-JFK,ASC 606 - Cargo revenue for LHR-JFK,2024-09-28 08:30:00
174,TXN-100174,Cargo,2025-12-19,2025-12-28,2025-12-28,31141.05,31141.05,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK714,ATL-LAX,ASC 606 - Cargo revenue for ATL-LAX,2025-12-28 12:15:00
175,TXN-100175,Ticket,2023-07-26,2023-08-19,2023-08-19,1571.32,1571.32,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK223,DFW-SFO,ASC 606 - Ticket revenue for DFW-SFO,2023-08-19 12:15:00
176,TXN-100176,Ticket,2023-03-25,2023-03-26,2023-03-26,945.33,945.33,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK331,IAD-DEN,ASC 606 - Ticket revenue for IAD-DEN,2023-03-26 08:30:00
177,TXN-100177,Ticket,2023-04-13,2023-04-30,2023-04-30,539.94,539.94,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK623,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2023-04-30 12:15:00
178,TXN-100178,Ticket,2024-10-10,2024-11-02,2024-11-02,726.21,726.21,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK665,PHX-ORD,ASC 606 - Ticket revenue for PHX-ORD,2024-11-02 12:15:00
179,TXN-100179,Ticket,2025-08-30,2025-10-04,2025-10-04,479.56,479.56,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK309,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2025-10-04 12:15:00
180,TXN-100180,Ticket,2023-09-10,2023-09-18,2023-09-18,741.84,741.84,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK667,DFW-CUN,ASC 606 - Ticket revenue for DFW-CUN,2023-09-18 12:15:00
181,TXN-100181,Ticket,2025-02-24,2025-06-15,2025-06-15,571.91,0.0,571.91,Point-in-time (flight departure),Air transportation service,Deferred,SK890,PHX-ORD,ASC 606 - Ticket revenue for PHX-ORD,2025-02-24 10:00:00
182,TXN-100182,Ticket,2025-08-17,2025-09-28,2025-09-28,776.58,0.0,776.58,Point-in-time (flight departure),Air transportation service,Deferred,SK532,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2025-08-17 08:30:00
183,TXN-100183,Ticket,2025-09-21,2025-12-04,2025-12-04,955.52,0.0,955.52,Point-in-time (flight departure),Air transportation service,Deferred,SK199,AUS-LAX,ASC 606 - Ticket revenue for AUS-LAX,2025-09-21 08:30:00
184,TXN-100184,Ticket,2025-05-12,2025-05-26,2025-05-26,472.59,472.59,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK220,MIA-DFW,ASC 606 - Ticket revenue for MIA-DFW,2025-05-26 12:15:00
185,TXN-100185,Ticket,2024-02-03,2024-03-08,2024-03-08,664.58,664.58,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK395,ATL-LAX,ASC 606 - Ticket revenue for ATL-LAX,2024-03-08 10:00:00
186,TXN-100186,Cargo,2024-12-19,2025-01-09,2025-01-09,11622.27,11622.27,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK101,LHR-JFK,ASC 606 - Cargo revenue for LHR-JFK,2025-01-09 10:00:00
187,TXN-100187,Ticket,2024-08-25,2024-09-30,2024-09-30,482.85,0.0,482.85,Point-in-time (flight departure),Air transportation service,Deferred,SK772,ORD-MIA,ASC 606 - Ticket revenue for ORD-MIA,2024-08-25 12:15:00
188,TXN-100188,Ticket,2024-06-05,2024-07-16,2024-07-16,712.54,712.54,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK786,MSP-BOS,ASC 606 - Ticket revenue for MSP-BOS,2024-07-16 08:30:00
189,TXN-100189,Ancillary,2025-02-07,2025-02-26,2025-02-26,76.87,0.0,76.87,Point-in-time (service delivery),Ancillary service obligation,Deferred,SK172,ORD-SFO,ASC 606 - Ancillary revenue for ORD-SFO,2025-02-07 12:15:00
190,TXN-100190,Ticket,2025-01-09,2025-04-25,2025-04-25,1254.78,0.0,1254.78,Point-in-time (flight departure),Air transportation service,Deferred,SK671,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2025-01-09 08:30:00
191,TXN-100191,Ticket,2025-05-27,2025-05-29,2025-05-29,308.84,308.84,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK235,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2025-05-29 10:00:00
192,TXN-100192,Ticket,2024-08-24,2024-09-07,2024-09-07,1398.72,1398.72,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK816,LAS-SEA,ASC 606 - Ticket revenue for LAS-SEA,2024-09-07 08:30:00
193,TXN-100193,Ticket,2024-12-15,2025-01-06,2025-01-06,946.28,946.28,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK703,LHR-JFK,ASC 606 - Ticket revenue for LHR-JFK,2025-01-06 10:00:00
194,TXN-100194,Cargo,2023-11-08,2023-12-02,2023-12-02,27382.38,27382.38,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK836,CLT-MCO,ASC 606 - Cargo revenue for CLT-MCO,2023-12-02 12:15:00
195,TXN-100195,Cargo,2024-05-28,2024-06-07,2024-06-07,29808.22,0.0,29808.22,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK476,SAN-ORD,ASC 606 - Cargo revenue for SAN-ORD,2024-05-28 12:15:00
196,TXN-100196,Ticket,2025-06-08,2025-07-11,2025-07-11,906.63,906.63,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK423,BOS-ATL,ASC 606 - Ticket revenue for BOS-ATL,2025-07-11 12:15:00
197,TXN-100197,Cargo,2025-04-17,2025-04-29,2025-04-29,15474.29,0.0,15474.29,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK199,LAX-JFK,ASC 606 - Cargo revenue for LAX-JFK,2025-04-17 08:30:00
198,TXN-100198,Ticket,2024-07-10,2024-07-24,2024-07-24,971.01,971.01,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK847,IAH-LAX,ASC 606 - Ticket revenue for IAH-LAX,2024-07-24 10:00:00
199,TXN-100199,Cargo,2024-09-07,2024-10-08,2024-10-08,22952.98,0.0,22952.98,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK786,SFO-SEA,ASC 606 - Cargo revenue for SFO-SEA,2024-09-07 12:15:00
200,TXN-100200,Cargo,2023-10-06,2023-10-25,2023-10-25,8509.27,8509.27,0.0,Point-in-time (delivery at destination),Cargo transport to destination,Recognized,SK372,DFW-CUN,ASC 606 - Cargo revenue for DFW-CUN,2023-10-25 12:15:00
201,TXN-100201,Ticket,2024-02-20,2024-04-05,2024-04-05,486.06,486.06,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK427,JFK-SFO,ASC 606 - Ticket revenue for JFK-SFO,2024-04-05 12:15:00
202,TXN-100202,Ticket,2024-12-21,2025-01-10,2025-01-10,425.66,425.66,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK725,MCO-LGA,ASC 606 - Ticket revenue for MCO-LGA,2025-01-10 12:15:00
203,TXN-100203,Ticket,2023-05-06,2023-05-08,2023-05-08,601.63,601.63,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK780,NRT-LAX,ASC 606 - Ticket revenue for NRT-LAX,2023-05-08 10:00:00
204,TXN-100204,Cargo,2023-01-21,2023-02-23,2023-02-23,6915.47,0.0,6915.47,Point-in-time (delivery at destination),Cargo transport to destination,Deferred,SK729,JFK-SFO,ASC 606 - Cargo revenue for JFK-SFO,2023-01-21 08:30:00
205,TXN-100205,Ticket,2024-10-12,2024-10-24,2024-10-24,894.26,894.26,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK590,SEA-DEN,ASC 606 - Ticket revenue for SEA-DEN,2024-10-24 10:00:00
206,TXN-100206,Ticket,2025-02-20,2025-03-29,2025-03-29,972.63,972.63,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK544,PDX-LAS,ASC 606 - Ticket revenue for PDX-LAS,2025-03-29 10:00:00
207,TXN-100207,Ticket,2025-11-30,2025-12-23,2025-12-23,528.77,528.77,0.0,Point-in-time (flight departure),Air transportation service,Recognized,SK359,IAD-DEN,ASC 606 - Ticket revenue for IAD-DEN,2025-12-23 12:15:00
