id,vendor_name,vendor_code,invoice_number,invoice_date,due_date,amount,paid_amount,balance,category,payment_terms,status,currency,description,created_at
138,Visa Merchant Services,V-VIS840,AP-70138,2023-03-19,2023-04-18,703279.77,223775.41,479504.36,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2023-03-19 11:30:00
139,Atlanta ATL,V-ATL932,AP-70139,2023-03-21,2023-04-05,2019064.01,482047.82,1537016.19,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2023-03-21 11:30:00
140,Sabre Travel Network,V-SAB834,AP-70140,2023-03-21,2023-04-20,994435.84,391739.92,602695.92,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2023-03-21 11:30:00
141,World Fuel Services,V-WOR909,AP-70141,2023-03-21,2023-04-05,1697035.22,458690.42,1238344.8,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-03-21 11:30:00
142,Delta TechOps,V-DEL976,AP-70142,2023-03-22,2023-04-21,2705237.61,211785.03,2493452.58,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2023-03-22 11:30:00
143,World Fuel Services,V-WOR909,AP-70143,2023-03-22,2023-04-06,8498938.49,2053093.45,6445845.04,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-03-22 11:30:00
144,Dallas/Fort Worth DFW,V-DAL794,AP-70144,2023-03-23,2023-04-07,2368459.77,158914.97,2209544.8,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Dallas/Fort Worth DFW,2023-03-23 11:30:00
145,JLL,V-JLL158,AP-70145,2023-03-25,2023-04-24,247740.47,50902.06,196838.41,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2023-03-25 11:30:00
146,Menzies Aviation,V-MEN381,AP-70146,2023-03-26,2023-04-10,1856790.99,39254.42,1817536.57,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Menzies Aviation,2023-03-26 11:30:00
147,American Express Merchant,V-AME382,AP-70147,2023-03-27,2023-04-26,732961.76,24334.87,708626.89,Distribution,Net 30,Overdue,USD,Distribution services from American Express Merchant,2023-03-27 11:30:00
148,ConEdison,V-CON551,AP-70148,2023-03-28,2023-04-27,315728.08,82541.59,233186.49,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2023-03-28 11:30:00
149,Mastercard Merchant Services,V-MAS103,AP-70149,2023-03-28,2023-04-27,650975.62,284983.47,365992.15,Distribution,Net 30,Overdue,USD,Distribution services from Mastercard Merchant Services,2023-03-28 11:30:00
150,Avolon,V-AVO530,AP-70150,2023-03-29,2023-04-28,2979052.49,566914.69,2412137.8,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2023-03-29 11:30:00
151,Travelport,V-TRA903,AP-70151,2023-03-29,2023-04-28,1009107.46,238424.93,770682.53,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2023-03-29 11:30:00
152,Pratt & Whitney Services,V-PRA964,AP-70152,2023-03-30,2023-04-29,1666283.67,732041.67,934242.0,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2023-03-30 11:30:00
153,Avolon,V-AVO530,AP-70153,2023-03-31,2023-04-30,3683741.48,249827.37,3433914.11,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2023-03-31 11:30:00
154,World Fuel Services,V-WOR909,AP-70154,2023-03-31,2023-04-15,5361155.52,2098545.98,3262609.54,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-03-31 11:30:00
155,Gate Gourmet,V-GAT696,AP-70155,2023-04-01,2023-05-01,1408377.31,322700.73,1085676.58,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2023-04-01 11:30:00
156,World Fuel Services,V-WOR909,AP-70156,2023-04-01,2023-04-16,11390372.7,3978685.8,7411686.9,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-04-01 11:30:00
157,Travelport,V-TRA903,AP-70157,2023-04-04,2023-05-04,1052558.35,350722.19,701836.16,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2023-04-04 11:30:00
158,Avolon,V-AVO530,AP-70158,2023-04-05,2023-05-05,3255297.84,1320277.72,1935020.12,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2023-04-05 11:30:00
159,Microsoft,V-MIC938,AP-70159,2023-04-05,2023-05-05,476186.13,117593.09,358593.04,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2023-04-05 11:30:00
160,Pratt & Whitney Services,V-PRA964,AP-70160,2023-04-05,2023-05-05,1806711.14,202975.45,1603735.69,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2023-04-05 11:30:00
161,AerCap,V-AER832,AP-70161,2023-04-07,2023-05-07,3523065.88,1147685.13,2375380.75,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2023-04-07 11:30:00
162,Menzies Aviation,V-MEN381,AP-70162,2023-04-07,2023-04-22,927462.79,355814.16,571648.63,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Menzies Aviation,2023-04-07 11:30:00
163,Swissport Fueling,V-SWI553,AP-70163,2023-04-07,2023-04-22,1696970.72,246570.07,1450400.65,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2023-04-07 11:30:00
164,Chevron Aviation,V-CHE958,AP-70164,2023-04-08,2023-04-23,9888149.21,2931244.92,6956904.29,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-04-08 11:30:00
165,LSG Sky Chefs,V-LSG959,AP-70165,2023-04-08,2023-05-08,1231863.24,221099.31,1010763.93,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2023-04-08 11:30:00
166,SITA,V-SIT591,AP-70166,2023-04-08,2023-05-08,413456.53,129539.69,283916.84,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2023-04-08 11:30:00
167,Chevron Aviation,V-CHE958,AP-70167,2023-04-09,2023-04-24,3347354.64,1218360.49,2128994.15,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-04-09 11:30:00
168,ConEdison,V-CON551,AP-70168,2023-04-09,2023-05-09,359046.12,102461.85,256584.27,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2023-04-09 11:30:00
169,World Fuel Services,V-WOR909,AP-70169,2023-04-09,2023-04-24,11964758.64,4182033.13,7782725.51,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-04-09 11:30:00
170,SITA,V-SIT591,AP-70170,2023-04-10,2023-05-10,399892.87,64395.47,335497.4,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2023-04-10 11:30:00
171,SMBC Aviation Capital,V-SMB239,AP-70171,2023-04-10,2023-05-10,3647551.69,1396474.67,2251077.02,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2023-04-10 11:30:00
172,Marsh Aviation,V-MAR666,AP-70172,2023-04-11,2023-05-26,849141.86,118100.1,731041.76,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2023-04-11 11:30:00
173,Swissport Fueling,V-SWI553,AP-70173,2023-04-11,2023-04-26,1588672.79,165539.12,1423133.67,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2023-04-11 11:30:00
174,GE Aerospace Services,V-GEA951,AP-70174,2023-04-12,2023-05-12,1795302.19,432811.65,1362490.54,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2023-04-12 11:30:00
175,Los Angeles LAX,V-LOS944,AP-70175,2023-04-13,2023-04-28,2218677.32,350767.75,1867909.57,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Los Angeles LAX,2023-04-13 11:30:00
176,Marsh Aviation,V-MAR666,AP-70176,2023-04-14,2023-05-29,842233.88,268757.25,573476.63,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2023-04-14 11:30:00
177,Microsoft,V-MIC938,AP-70177,2023-04-14,2023-05-14,476962.45,61946.38,415016.07,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2023-04-14 11:30:00
178,Atlanta ATL,V-ATL932,AP-70178,2023-04-16,2023-05-01,2400913.8,1001812.56,1399101.24,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2023-04-16 11:30:00
179,Chevron Aviation,V-CHE958,AP-70179,2023-04-16,2023-05-01,7642303.71,445861.34,7196442.37,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-04-16 11:30:00
180,JLL,V-JLL158,AP-70180,2023-04-16,2023-05-16,345599.27,124443.04,221156.23,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2023-04-16 11:30:00
181,Microsoft,V-MIC938,AP-70181,2023-04-16,2023-05-16,442997.54,128219.35,314778.19,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2023-04-16 11:30:00
182,AerCap,V-AER832,AP-70182,2023-04-17,2023-05-17,3367700.7,1004346.39,2363354.31,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2023-04-17 11:30:00
183,American Express Merchant,V-AME382,AP-70183,2023-04-17,2023-05-17,623827.82,87852.95,535974.87,Distribution,Net 30,Overdue,USD,Distribution services from American Express Merchant,2023-04-17 11:30:00
184,Denver DEN,V-DEN420,AP-70184,2023-04-17,2023-05-02,1977032.04,372478.64,1604553.4,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Denver DEN,2023-04-17 11:30:00
185,GE Aerospace Services,V-GEA951,AP-70185,2023-04-17,2023-05-17,1797605.57,353190.9,1444414.67,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2023-04-17 11:30:00
186,GE Aerospace Services,V-GEA951,AP-70186,2023-04-19,2023-05-19,1834276.5,22004.9,1812271.6,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2023-04-19 11:30:00
187,Gate Gourmet,V-GAT696,AP-70187,2023-04-19,2023-05-19,1122062.63,89519.32,1032543.31,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2023-04-19 11:30:00
188,AerCap,V-AER832,AP-70188,2023-04-20,2023-05-20,3126381.08,183197.48,2943183.6,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2023-04-20 11:30:00
189,Rolls-Royce TotalCare,V-ROL451,AP-70189,2023-04-20,2023-05-20,1616866.69,292384.25,1324482.44,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2023-04-20 11:30:00
190,Travelport,V-TRA903,AP-70190,2023-04-20,2023-05-20,925116.79,355553.87,569562.92,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2023-04-20 11:30:00
191,SMBC Aviation Capital,V-SMB239,AP-70191,2023-04-21,2023-05-21,3577506.06,998610.33,2578895.73,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2023-04-21 11:30:00
192,Sabre Travel Network,V-SAB834,AP-70192,2023-04-22,2023-05-22,1121259.05,130667.25,990591.8,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2023-04-22 11:30:00
193,AerCap,V-AER832,AP-70193,2023-04-23,2023-05-23,3663397.24,716087.51,2947309.73,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2023-04-23 11:30:00
194,Marsh Aviation,V-MAR666,AP-70194,2023-04-23,2023-06-07,923589.16,167764.17,755824.99,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2023-04-23 11:30:00
195,Microsoft,V-MIC938,AP-70195,2023-04-23,2023-05-23,376566.21,12020.59,364545.62,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2023-04-23 11:30:00
196,AIG Aviation,V-AIG150,AP-70196,2023-04-24,2023-06-08,723370.14,17043.26,706326.88,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2023-04-24 11:30:00
197,Signature Aviation,V-SIG943,AP-70197,2023-04-25,2023-05-10,1510060.31,657635.76,852424.55,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2023-04-25 11:30:00
198,dnata Catering,V-DNA350,AP-70198,2023-04-25,2023-05-25,1193158.62,112147.05,1081011.57,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2023-04-25 11:30:00
199,Avolon,V-AVO530,AP-70199,2023-04-26,2023-05-26,2984594.51,767025.84,2217568.67,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2023-04-26 11:30:00
200,CBRE,V-CBR654,AP-70200,2023-04-26,2023-05-26,293379.66,118762.15,174617.51,General Admin,Net 30,Overdue,USD,General Admin services from CBRE,2023-04-26 11:30:00
201,World Fuel Services,V-WOR909,AP-70201,2023-04-26,2023-05-11,8501672.31,1883356.61,6618315.7,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-04-26 11:30:00
202,Chevron Aviation,V-CHE958,AP-70202,2023-04-27,2023-05-12,4197157.7,378237.35,3818920.35,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-04-27 11:30:00
203,Travelport,V-TRA903,AP-70203,2023-04-27,2023-05-27,1001458.43,277253.58,724204.85,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2023-04-27 11:30:00
204,SITA,V-SIT591,AP-70204,2023-04-28,2023-05-28,572711.28,3154.48,569556.8,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2023-04-28 11:30:00
205,AerCap,V-AER832,AP-70205,2023-04-29,2023-05-29,3768404.19,1336986.31,2431417.88,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2023-04-29 11:30:00
206,Delta TechOps,V-DEL976,AP-70206,2023-04-29,2023-05-29,2371527.64,956574.38,1414953.26,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2023-04-29 11:30:00
207,Gate Gourmet,V-GAT696,AP-70207,2023-04-29,2023-05-29,1124571.6,406358.77,718212.83,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2023-04-29 11:30:00
208,Lufthansa Technik,V-LUF443,AP-70208,2023-05-01,2023-05-31,2598745.81,605979.38,1992766.43,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2023-05-01 11:30:00
209,Travelport,V-TRA903,AP-70209,2023-05-01,2023-05-31,1044454.7,46418.39,998036.31,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2023-05-01 11:30:00
210,AAR Corp,V-AAR941,AP-70210,2023-05-02,2023-06-01,2104258.37,136015.88,1968242.49,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2023-05-02 11:30:00
211,Atlanta ATL,V-ATL932,AP-70211,2023-05-03,2023-05-18,2202602.75,90675.16,2111927.59,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2023-05-03 11:30:00
212,Microsoft,V-MIC938,AP-70212,2023-05-03,2023-06-02,456535.48,11824.3,444711.18,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2023-05-03 11:30:00
213,dnata,V-DNA868,AP-70213,2023-05-03,2023-05-18,811957.56,215891.2,596066.36,Airport Fees,Net 15,Overdue,USD,Airport Fees services from dnata,2023-05-03 11:30:00
214,Chevron Aviation,V-CHE958,AP-70214,2023-05-04,2023-05-19,616660.2,229911.6,386748.6,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-05-04 11:30:00
215,Sabre Travel Network,V-SAB834,AP-70215,2023-05-04,2023-06-03,1074624.03,246680.19,827943.84,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2023-05-04 11:30:00
216,Delta TechOps,V-DEL976,AP-70216,2023-05-05,2023-06-04,2482778.13,727447.74,1755330.39,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2023-05-05 11:30:00
217,Marsh Aviation,V-MAR666,AP-70217,2023-05-05,2023-06-19,1006038.99,160850.68,845188.31,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2023-05-05 11:30:00
218,Rolls-Royce TotalCare,V-ROL451,AP-70218,2023-05-05,2023-06-04,1803401.08,278618.35,1524782.73,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2023-05-05 11:30:00
219,SITA,V-SIT591,AP-70219,2023-05-05,2023-06-04,451553.21,115154.99,336398.22,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2023-05-05 11:30:00
220,SMBC Aviation Capital,V-SMB239,AP-70220,2023-05-05,2023-06-04,3576565.23,1343567.86,2232997.37,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2023-05-05 11:30:00
221,Sabre Travel Network,V-SAB834,AP-70221,2023-05-05,2023-06-04,1135688.21,88888.56,1046799.65,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2023-05-05 11:30:00
222,Los Angeles LAX,V-LOS944,AP-70222,2023-05-07,2023-05-22,2507371.74,430280.6,2077091.14,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Los Angeles LAX,2023-05-07 11:30:00
223,Menzies Aviation,V-MEN381,AP-70223,2023-05-07,2023-05-22,1935506.31,792671.82,1142834.49,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Menzies Aviation,2023-05-07 11:30:00
224,Rolls-Royce TotalCare,V-ROL451,AP-70224,2023-05-07,2023-06-06,1887414.13,199710.01,1687704.12,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2023-05-07 11:30:00
225,AIG Aviation,V-AIG150,AP-70225,2023-05-09,2023-06-23,738135.81,228574.63,509561.18,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2023-05-09 11:30:00
226,Avolon,V-AVO530,AP-70226,2023-05-09,2023-06-08,3379842.01,674415.4,2705426.61,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2023-05-09 11:30:00
227,Delta TechOps,V-DEL976,AP-70227,2023-05-09,2023-06-08,2286378.06,63755.88,2222622.18,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2023-05-09 11:30:00
228,World Fuel Services,V-WOR909,AP-70228,2023-05-10,2023-05-25,4302767.37,1794793.13,2507974.24,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-05-10 11:30:00
229,Gate Gourmet,V-GAT696,AP-70229,2023-05-13,2023-06-12,1093954.41,148471.49,945482.92,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2023-05-13 11:30:00
230,SMBC Aviation Capital,V-SMB239,AP-70230,2023-05-14,2023-06-13,3691730.97,216363.19,3475367.78,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2023-05-14 11:30:00
231,ConEdison,V-CON551,AP-70231,2023-05-15,2023-06-14,340652.4,19299.06,321353.34,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2023-05-15 11:30:00
232,Chevron Aviation,V-CHE958,AP-70232,2023-05-17,2023-06-01,5078643.64,1918606.28,3160037.36,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-05-17 11:30:00
233,SMBC Aviation Capital,V-SMB239,AP-70233,2023-05-17,2023-06-16,3196230.73,156095.78,3040134.95,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2023-05-17 11:30:00
234,Denver DEN,V-DEN420,AP-70234,2023-05-18,2023-06-02,2109745.26,140048.59,1969696.67,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Denver DEN,2023-05-18 11:30:00
235,Lufthansa Technik,V-LUF443,AP-70235,2023-05-18,2023-06-17,2147328.8,571232.66,1576096.14,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2023-05-18 11:30:00
236,AAR Corp,V-AAR941,AP-70236,2023-05-19,2023-06-18,2445324.24,702984.88,1742339.36,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2023-05-19 11:30:00
237,Microsoft,V-MIC938,AP-70237,2023-05-19,2023-06-18,461903.3,47688.24,414215.06,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2023-05-19 11:30:00
238,Avolon,V-AVO530,AP-70238,2023-05-20,2023-06-19,3665698.97,18794.46,3646904.51,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2023-05-20 11:30:00
239,Marsh Aviation,V-MAR666,AP-70239,2023-05-20,2023-07-04,933056.87,166533.81,766523.06,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2023-05-20 11:30:00
240,Pratt & Whitney Services,V-PRA964,AP-70240,2023-05-21,2023-06-20,1795952.57,147743.78,1648208.79,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2023-05-21 11:30:00
241,Signature Aviation,V-SIG943,AP-70241,2023-05-21,2023-06-05,1739300.89,109818.55,1629482.34,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2023-05-21 11:30:00
242,Gate Gourmet,V-GAT696,AP-70242,2023-05-22,2023-06-21,1073533.79,189825.1,883708.69,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2023-05-22 11:30:00
243,Visa Merchant Services,V-VIS840,AP-70243,2023-05-22,2023-06-21,631275.26,156329.56,474945.7,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2023-05-22 11:30:00
244,World Fuel Services,V-WOR909,AP-70244,2023-05-23,2023-06-07,768231.23,216537.5,551693.73,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2023-05-23 11:30:00
245,Chevron Aviation,V-CHE958,AP-70245,2023-05-24,2023-06-08,9781983.1,3038910.03,6743073.07,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2023-05-24 11:30:00
246,SMBC Aviation Capital,V-SMB239,AP-70246,2023-05-24,2023-06-23,3422120.65,790884.06,2631236.59,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2023-05-24 11:30:00
