id,date,fuel_oil,salaries_flight_crew,salaries_ground_staff,maintenance_repair,airport_landing_fees,aircraft_lease_rent,distribution_sales,catering_inflight,insurance_safety,depreciation_amort,other_operating,total_operating_cost,casm,created_at
143,2023-05-23,12513320.44,5557599.37,5225430.63,3310959.33,2697353.14,3102039.82,1446027.75,1057999.05,696565.42,1850370.69,663999.6,38121665.24,7.5807,2023-05-23 18:05:00
144,2023-05-24,12803584.51,6070907.91,4952915.37,4028935.19,3042193.1,3466825.9,1701922.54,1207728.21,812174.74,1951634.34,723444.03,40762265.84,7.6067,2023-05-24 18:05:00
145,2023-05-25,12442021.87,5864868.61,5737636.52,3656786.72,2914271.2,3119402.3,1536831.15,1138730.38,776748.26,1980978.43,658762.05,39827037.49,7.526,2023-05-25 18:05:00
146,2023-05-26,13036403.84,6810004.76,5698319.85,3906209.9,3238142.49,3431535.42,1825304.82,1260567.53,795581.41,2115761.18,725275.88,42843107.08,7.5432,2023-05-26 18:05:00
147,2023-05-27,14697481.13,7046583.68,5881743.21,4079505.53,3345130.4,3660101.29,1727984.69,1294287.45,822765.19,2264556.08,948966.89,45769105.54,7.8836,2023-05-27 18:05:00
148,2023-05-28,13432678.66,6367038.66,5721032.23,3964113.31,3034425.06,3598831.72,1783085.56,1190645.96,820321.93,2168463.72,823948.04,42904584.85,7.4245,2023-05-28 18:05:00
149,2023-05-29,14950459.81,6280750.98,5783676.8,4079352.01,3091295.57,3190777.13,1866996.8,1226042.76,829986.1,2058888.42,707256.58,44065482.96,7.8011,2023-05-29 18:05:00
150,2023-05-30,12376243.23,6210418.45,5137142.21,3798199.62,3051376.75,3241955.68,1678201.55,1211501.94,770471.47,2013360.34,634543.59,40123414.83,7.4465,2023-05-30 18:05:00
151,2023-05-31,13239236.67,5728706.54,5142734.51,3439768.2,2966586.55,3070765.21,1547826.44,1188386.79,738348.14,1878069.57,627112.04,39567540.66,7.4912,2023-05-31 18:05:00
152,2023-06-01,14183756.79,6395106.77,5687246.12,3877321.76,3219823.3,3133316.32,1740651.97,1249620.79,796144.48,2068274.11,727973.07,43079235.48,7.8298,2023-06-01 18:05:00
153,2023-06-02,14283784.31,7216174.16,6029971.51,3924528.9,3306099.82,3429765.03,1662854.45,1225657.29,851168.81,2223762.66,897159.67,45050926.61,7.8776,2023-06-02 18:05:00
154,2023-06-03,15053577.77,6858410.7,6117427.46,4332758.63,3333441.43,3537371.34,1735927.34,1340217.53,817397.49,2392992.43,713218.08,46232740.2,7.5767,2023-06-03 18:05:00
155,2023-06-04,15878160.23,6781657.63,6139167.18,4523431.49,3517894.35,3732974.88,1843163.58,1373674.23,951466.72,2252300.66,934578.43,47928469.38,7.9,2023-06-04 18:05:00
156,2023-06-05,14721642.1,6949016.5,6174127.9,4162639.68,3166275.5,3690311.19,1902133.33,1226362.68,829734.11,2180948.23,823115.83,45826307.05,7.5924,2023-06-05 18:05:00
157,2023-06-06,14367353.01,6390667.39,5896472.26,3969621.84,2970941.9,3404121.47,1750187.39,1171608.0,810912.47,2012505.12,768502.83,43512893.68,7.7173,2023-06-06 18:05:00
158,2023-06-07,14261435.09,6359326.16,5846228.16,4238123.21,3029786.91,3443056.83,1752652.75,1250360.67,696639.86,1971566.42,852159.58,43701335.64,7.6372,2023-06-07 18:05:00
159,2023-06-08,13789895.22,6352938.85,5561672.72,3756523.51,2785997.65,3267353.28,1654069.65,1270102.41,769156.59,1964468.06,813103.61,41985281.55,7.5145,2023-06-08 18:05:00
160,2023-06-09,14808473.65,7035112.3,6245159.82,3953526.63,3329877.18,3510198.32,1735230.72,1138979.19,797428.13,2247596.29,652426.16,45454008.39,7.8349,2023-06-09 18:05:00
161,2023-06-10,14538484.63,7033147.64,6384458.7,4383995.08,3519783.23,3656150.04,2028899.69,1451875.07,824206.66,2310382.42,704095.11,46835478.27,7.7963,2023-06-10 18:05:00
162,2023-06-11,14779337.17,6843164.15,6698655.48,3910983.84,3154791.77,3665023.83,1747245.84,1379721.51,987231.01,2220926.89,779239.43,46166320.92,7.773,2023-06-11 18:05:00
163,2023-06-12,14702962.45,7310877.39,6241745.75,4048813.1,3293197.21,3650484.56,1841390.53,1284323.29,858879.85,2143633.86,830465.67,46206773.66,7.5837,2023-06-12 18:05:00
164,2023-06-13,12288057.33,6394403.14,5323291.62,3577981.96,2820761.38,3183022.78,1611728.04,1128012.63,821998.91,1921141.41,846007.44,39916406.64,7.2921,2023-06-13 18:05:00
165,2023-06-14,14316237.94,6810375.51,5536280.77,3839098.4,2986077.78,3356643.18,1809981.57,1266856.21,868524.76,2041795.34,779629.8,43611501.26,7.6588,2023-06-14 18:05:00
166,2023-06-15,13674472.75,6396363.88,5503364.4,3790800.26,3339311.39,3364400.13,1630164.88,1145432.51,844352.2,1996858.1,915156.34,42600676.84,7.7243,2023-06-15 18:05:00
167,2023-06-16,15044697.43,7036305.84,6313616.74,4622473.45,3318324.3,3888378.79,2065915.78,1358007.01,904114.85,2234823.9,777415.79,47564073.88,7.6965,2023-06-16 18:05:00
168,2023-06-17,14992856.17,7353819.42,6303888.52,4487436.3,3145532.67,3822568.21,2022652.5,1198927.88,968851.19,2368243.26,766261.07,47431037.19,7.5832,2023-06-17 18:05:00
169,2023-06-18,14715937.17,6949742.05,5857904.7,4360838.96,3328200.9,3544072.8,1942722.59,1154734.37,909561.79,2362395.46,776850.21,45902961.0,7.5997,2023-06-18 18:05:00
170,2023-06-19,14325444.43,6077949.97,5730449.63,3806330.24,3002467.06,3189926.6,1667008.64,1335854.16,779275.78,1850684.55,649287.95,42414679.01,7.4179,2023-06-19 18:05:00
171,2023-06-20,13152985.99,6005025.68,4975703.46,3595894.61,2984019.41,3245025.22,1569161.17,1141219.94,770296.27,1962479.67,820290.01,40222101.43,7.3131,2023-06-20 18:05:00
172,2023-06-21,14157902.45,6102018.93,5144290.97,3567009.98,3319483.47,3278930.96,1932130.4,1204140.01,785894.91,2051478.49,495418.05,42038698.62,7.4708,2023-06-21 18:05:00
173,2023-06-22,13415899.8,6522234.62,5447537.41,3832171.17,2870883.59,3234561.33,1566704.31,1172157.65,785498.58,2021616.41,684725.24,41553990.11,7.4339,2023-06-22 18:05:00
174,2023-06-23,13018324.4,6668883.97,5469842.47,3653760.75,3007486.06,3527314.22,1814825.96,1154910.08,809734.24,2035494.05,877735.56,42038311.76,7.2611,2023-06-23 18:05:00
175,2023-06-24,15002145.82,6859301.86,5624847.69,3831175.04,3502673.94,3419216.71,1844581.47,1252549.83,871673.93,2263254.47,764924.06,45236344.82,7.609,2023-06-24 18:05:00
176,2023-06-25,14675824.07,6982514.51,5945873.92,4155246.5,3487122.76,3885739.66,1851001.07,1318887.38,969351.53,2273975.05,936883.08,46482419.53,7.6213,2023-06-25 18:05:00
177,2023-06-26,13927081.68,6385272.85,5544603.76,3982051.42,3249106.93,3370793.47,1761394.86,1214825.26,758196.47,2180643.69,993965.03,43367935.42,7.2337,2023-06-26 18:05:00
178,2023-06-27,13599979.12,6066155.19,5760311.55,3845012.48,3044921.71,3533456.06,1695416.83,1175790.31,881255.8,2050860.76,779386.27,42432546.08,7.5282,2023-06-27 18:05:00
179,2023-06-28,13527912.18,5932355.97,5341858.42,4056576.69,3157977.99,3275939.77,1709731.42,1212575.74,766799.66,1909435.63,850490.73,41741654.2,7.5448,2023-06-28 18:05:00
180,2023-06-29,13875885.51,6036843.78,5309118.07,3806094.26,3079921.76,3280677.95,1682221.87,1179449.26,838820.22,2023133.86,963582.56,42075749.1,7.3619,2023-06-29 18:05:00
181,2023-06-30,16162244.18,7021965.17,6364902.21,4290028.45,3499672.64,3778528.16,2216831.42,1397704.34,890515.65,2248411.85,898338.61,48769142.68,7.8085,2023-06-30 18:05:00
182,2023-07-01,18017208.74,8018439.42,7251846.83,5077956.46,3669879.59,4256360.48,2238754.3,1676051.15,1016669.92,2637688.79,923204.01,54784059.69,8.2681,2023-07-01 18:05:00
183,2023-07-02,16878565.16,7626042.55,6892428.06,4773113.49,3541106.72,3828995.38,2023011.17,1486674.51,914793.6,2183452.33,970449.59,51118632.56,8.011,2023-07-02 18:05:00
184,2023-07-03,14374388.02,7191919.35,6366383.56,4427722.74,3723952.68,3718793.92,1984990.3,1453919.23,805796.17,2275589.97,980798.74,47304254.68,7.5119,2023-07-03 18:05:00
185,2023-07-04,14762732.79,7577892.02,6348048.8,4108813.07,3238793.36,3963145.83,2114323.69,1583743.56,995404.97,2248831.3,837353.86,47779083.25,7.8975,2023-07-04 18:05:00
186,2023-07-05,13930942.19,6727220.95,6022355.39,4016741.83,3176996.24,3635550.41,1738067.26,1332805.45,816319.51,2195760.8,760753.34,44353513.37,7.1717,2023-07-05 18:05:00
187,2023-07-06,14390978.85,6511575.61,5851016.03,3682256.69,3023367.62,3357430.96,1720152.63,1185970.62,822569.24,2116870.48,942800.43,43604989.16,7.187,2023-07-06 18:05:00
188,2023-07-07,15649466.9,7454590.82,6649640.88,4438570.34,3487747.51,3735867.49,1761494.35,1565863.49,872269.16,2427247.49,843744.71,48886503.14,7.9302,2023-07-07 18:05:00
189,2023-07-08,14719489.63,7268884.01,6461083.13,3921621.19,3319763.73,3852337.63,1912659.97,1364661.35,798612.99,2285309.33,946999.32,46851422.28,7.4222,2023-07-08 18:05:00
190,2023-07-09,16802546.09,7909689.83,6311316.31,4606958.92,3930905.61,4055243.07,2196750.0,1500587.53,972026.57,2592828.98,955452.3,51834305.21,7.6446,2023-07-09 18:05:00
191,2023-07-10,15958689.94,7357516.02,6337365.74,4414237.95,3567270.94,4067011.39,1830334.99,1562668.18,880977.59,2329759.66,1066673.59,49372505.99,7.7026,2023-07-10 18:05:00
192,2023-07-11,13841685.53,6362341.32,6041910.19,3826148.04,3251297.1,3602834.31,1959315.15,1370124.88,788143.18,2346866.56,706875.97,44097542.23,7.4231,2023-07-11 18:05:00
193,2023-07-12,13892949.45,6528654.47,5913753.43,3806164.75,3268595.81,3556954.55,1721350.7,1274253.95,843941.3,2277388.84,702979.56,43786986.81,7.493,2023-07-12 18:05:00
194,2023-07-13,15462148.47,7491681.92,6022549.32,4156935.22,3528750.86,3779505.71,1869840.48,1622176.49,814842.16,2274899.06,937807.41,47961137.1,7.6154,2023-07-13 18:05:00
195,2023-07-14,16470685.42,6758924.48,6043118.1,4345447.03,3205040.87,4091549.41,1961183.95,1350866.75,923651.35,2336679.87,729695.86,48216843.09,7.7941,2023-07-14 18:05:00
196,2023-07-15,16365513.92,8005232.01,6895002.25,4402313.69,3815864.1,3720834.68,2209863.73,1537284.4,943209.49,2406676.42,905213.15,51207007.84,7.9952,2023-07-15 18:05:00
197,2023-07-16,16194506.78,7890252.72,6542970.11,4532487.6,3538310.58,4076905.66,1951946.91,1400679.03,817428.23,2511910.75,1094178.6,50551576.97,7.678,2023-07-16 18:05:00
198,2023-07-17,13430261.66,6560377.85,5449744.28,3865043.18,3150223.1,3509232.62,1825767.42,1394092.37,817095.54,2087607.25,603459.5,42692904.77,7.0904,2023-07-17 18:05:00
199,2023-07-18,15314073.06,6642419.72,6237089.13,3861879.57,3326650.2,3570834.01,1906785.63,1342986.69,883319.67,2135602.98,847697.51,46069338.17,7.7165,2023-07-18 18:05:00
200,2023-07-19,14448508.59,7391197.68,6144731.46,3971753.78,3267324.49,3618113.47,1889034.73,1463882.75,803014.73,2029461.81,936722.97,45963746.46,7.8158,2023-07-19 18:05:00
201,2023-07-20,13811522.12,7045299.37,5812297.93,3920555.93,3258290.05,3467301.04,1836784.38,1354939.07,861343.69,2107585.63,779777.53,44255696.74,7.2642,2023-07-20 18:05:00
202,2023-07-21,15592477.62,7663397.44,6461849.17,4497043.84,3694800.35,4052745.19,2136741.73,1685784.82,988441.04,2562257.77,790733.04,50126272.01,7.5193,2023-07-21 18:05:00
203,2023-07-22,14989622.26,7358054.07,6372189.8,4371638.07,3438597.63,3828641.69,1880818.48,1449928.72,856748.9,2331503.59,827728.25,47705471.46,7.2321,2023-07-22 18:05:00
204,2023-07-23,15594219.46,7285569.55,6894856.79,4535666.83,3829741.42,3758888.59,2182449.45,1377663.13,933561.56,2385666.61,777959.93,49556243.32,7.5305,2023-07-23 18:05:00
205,2023-07-24,13752971.36,6448201.89,5208041.2,3945250.34,3163326.06,3395775.75,1692692.95,1320784.95,843146.3,2075531.06,758622.42,42604344.28,7.4543,2023-07-24 18:05:00
206,2023-07-25,13524099.5,6362676.19,5318637.22,3750750.06,3160463.37,3493618.45,1710881.11,1308020.05,772093.85,2016395.61,737531.99,42155167.4,7.0745,2023-07-25 18:05:00
207,2023-07-26,14539148.9,6649281.67,5672470.86,3751731.58,3286806.55,3434703.42,1912093.5,1212596.65,822993.88,2138379.1,728121.42,44148327.53,7.6693,2023-07-26 18:05:00
208,2023-07-27,14595377.97,7277075.86,5939826.88,4306157.83,3126583.51,3755881.36,1738346.23,1296473.65,910631.82,2247901.51,845962.24,46040218.86,7.9291,2023-07-27 18:05:00
209,2023-07-28,16998582.04,7231683.56,6210723.36,4398511.83,3829258.87,3951004.06,1964442.84,1411739.22,858713.58,2351160.14,1029741.18,50235560.68,8.0727,2023-07-28 18:05:00
210,2023-07-29,14835910.84,6986640.81,6557185.81,4109771.48,3285994.28,3909238.72,1852766.52,1612521.95,936741.03,2416940.91,891010.45,47394722.8,7.2837,2023-07-29 18:05:00
211,2023-07-30,16182317.0,7014454.75,6798873.17,4466352.96,3550959.77,3974955.85,2257720.02,1566578.01,863769.46,2483271.92,1023924.15,50183177.06,7.5722,2023-07-30 18:05:00
212,2023-07-31,14655314.81,6736097.47,5937952.26,4206340.07,3149313.22,3511656.51,2022223.87,1334195.06,829422.91,2199040.74,950838.72,45532395.64,7.7942,2023-07-31 18:05:00
213,2023-08-01,13106220.91,6072946.18,5613627.01,4057854.03,2935204.52,3387806.28,1651759.97,1305892.07,804216.47,1952505.42,676102.65,41564135.51,7.0894,2023-08-01 18:05:00
214,2023-08-02,14307393.6,6615191.54,5802707.63,3945979.96,3052716.02,3590410.05,1793616.13,1174296.31,695926.34,2072288.34,795960.35,43846486.27,7.6757,2023-08-02 18:05:00
215,2023-08-03,14547932.84,6088978.55,5690082.84,4080004.3,2980179.4,3484511.99,1727141.81,1277320.41,785389.69,2229222.46,718581.31,43609345.6,7.446,2023-08-03 18:05:00
216,2023-08-04,16125220.42,7571009.09,6078187.09,4146880.7,3718659.21,3793211.29,1918093.65,1532128.03,946256.66,2388560.25,693201.35,48911407.74,7.5706,2023-08-04 18:05:00
217,2023-08-05,16895696.21,7073220.83,6160144.65,4381258.99,3308115.82,3857763.85,1973785.62,1513118.2,935368.78,2379168.17,905719.72,49383360.84,7.535,2023-08-05 18:05:00
218,2023-08-06,15747345.15,7835543.19,6430986.34,4572384.09,3907686.18,4164121.01,2072597.05,1539285.76,945755.03,2426470.34,787987.59,50430161.73,7.661,2023-08-06 18:05:00
219,2023-08-07,14156390.18,6590406.71,5805089.2,4047073.36,3284317.72,3583285.89,1615332.46,1353605.63,777199.28,2132101.64,833195.11,44177997.18,7.4356,2023-08-07 18:05:00
220,2023-08-08,15198146.44,7043255.73,5835077.69,4262586.12,3086495.76,3446811.97,1780308.32,1366820.91,857433.66,2169541.47,613007.9,45659485.97,7.974,2023-08-08 18:05:00
221,2023-08-09,14439038.67,6429694.18,5226971.36,3854548.56,3123489.28,3286583.06,1692302.22,1296640.69,782276.33,2046918.13,765530.29,42943992.77,7.4711,2023-08-09 18:05:00
222,2023-08-10,14485552.81,6977574.38,5692558.24,3674478.09,3066397.13,3554887.92,1754149.16,1382648.39,838224.09,2037681.91,600779.71,44064931.83,7.409,2023-08-10 18:05:00
223,2023-08-11,16350396.13,7296214.6,6003248.62,4016150.94,3218330.34,3617623.85,1887867.86,1476942.47,913686.79,2262929.29,911874.3,47955265.19,7.6196,2023-08-11 18:05:00
224,2023-08-12,14485695.51,7473767.34,5898947.15,4586708.85,3192927.92,3601587.52,1840652.5,1480453.54,860200.79,2366555.38,786122.87,46573619.37,7.4782,2023-08-12 18:05:00
225,2023-08-13,15568810.43,6831975.54,5858875.11,4220928.11,3388452.37,3462684.08,1923830.93,1537475.95,918738.11,2260266.31,754490.67,46726527.61,7.378,2023-08-13 18:05:00
226,2023-08-14,15520783.75,6888705.09,5649856.22,4153059.56,3335333.01,3457582.25,1862065.92,1446547.42,818064.53,2219692.38,916157.96,46267848.09,7.7147,2023-08-14 18:05:00
227,2023-08-15,14970133.97,7290333.16,6254089.97,4082003.68,3355899.44,3778262.98,2000299.73,1555536.63,934604.59,2265028.25,780548.72,47266741.12,7.5312,2023-08-15 18:05:00
228,2023-08-16,16277345.72,6991723.04,5864561.05,4092328.92,3156261.93,3669923.67,1845968.53,1318530.88,913834.09,2069450.54,803064.39,47002992.76,7.7068,2023-08-16 18:05:00
229,2023-08-17,14129771.13,6488884.17,5764833.87,3605169.57,3001147.84,3320151.59,1668957.38,1172642.03,846781.58,2056524.3,725235.86,42780099.32,7.4531,2023-08-17 18:05:00
230,2023-08-18,14402547.63,6974842.93,6059780.36,4312677.54,3313171.04,3753060.17,1944822.36,1423534.33,873202.09,2351547.72,883984.81,46293170.98,7.4769,2023-08-18 18:05:00
231,2023-08-19,15748595.83,6980667.0,6034889.85,3951130.92,3059885.71,3675593.91,1648432.33,1408227.26,1017804.69,2228471.73,937619.27,46691318.5,7.6053,2023-08-19 18:05:00
232,2023-08-20,14597818.27,7063439.69,6412437.06,3975153.2,3232652.11,3413997.44,2018690.95,1489375.98,853384.86,2243704.29,880828.82,46181482.67,7.4629,2023-08-20 18:05:00
233,2023-08-21,14894323.37,6791711.93,5236823.75,3737940.48,3154018.53,3601096.9,1741601.72,1225210.79,818711.05,2108035.77,709099.95,44018574.24,7.3401,2023-08-21 18:05:00
234,2023-08-22,15360348.05,6631339.07,6280599.98,3818561.14,3245926.87,3699203.53,2034917.16,1372649.77,847399.11,2240302.58,923778.57,46455025.83,7.704,2023-08-22 18:05:00
235,2023-08-23,13171298.27,5877726.27,5688145.19,3567682.4,3135928.93,3202206.0,1525758.85,1258381.61,703269.35,1942657.89,622731.08,40695785.84,7.2263,2023-08-23 18:05:00
236,2023-08-24,14059589.12,5789928.91,5431210.04,3436145.31,2718970.3,3061355.7,1489442.86,1226177.13,810963.61,1984842.19,633718.19,40642343.36,7.058,2023-08-24 18:05:00
237,2023-08-25,15047999.26,6751061.35,5637322.57,3887182.94,3014981.46,3399841.91,1774334.22,1315115.8,788148.55,1982325.01,753246.06,44351559.13,7.6132,2023-08-25 18:05:00
238,2023-08-26,15632197.76,6955464.52,6717618.38,4341448.35,3462098.7,3699830.79,1958036.88,1496385.61,954043.37,2314663.85,963854.11,48495642.32,7.6127,2023-08-26 18:05:00
239,2023-08-27,15534043.51,7216156.01,6030827.7,4595392.74,3372468.63,3670967.29,1894425.88,1508845.89,937450.76,2298317.76,691617.24,47750513.41,7.8538,2023-08-27 18:05:00
240,2023-08-28,14406066.71,6463121.3,5362732.34,3872199.95,2733813.25,3343076.92,1699309.95,1399310.67,820856.35,2048983.98,829737.97,42979209.39,7.375,2023-08-28 18:05:00
241,2023-08-29,13331343.7,5902626.54,5185691.79,3698740.7,2959362.06,3124728.32,1542805.26,1227374.39,721276.55,2009253.22,701603.81,40404806.34,7.1541,2023-08-29 18:05:00
242,2023-08-30,13812727.77,6615037.46,5316070.31,3857807.51,3007269.0,3121541.13,1511272.04,1206718.8,762663.01,1985415.33,688320.71,41884843.07,7.3199,2023-08-30 18:05:00
243,2023-08-31,14502107.54,6083952.66,5407354.76,4071947.57,2772565.96,3592444.86,1742497.27,1426702.01,671612.46,2025425.83,866835.83,43163446.75,7.7843,2023-08-31 18:05:00
244,2023-09-01,11709925.24,6091071.2,5253249.71,3538093.24,2710411.04,3015424.82,1404805.47,1000309.12,709826.75,1722394.43,598600.27,37754111.29,7.1206,2023-09-01 18:05:00
245,2023-09-02,12811700.86,6621829.13,5525211.64,4013447.15,2992948.91,3470129.87,1596562.37,1363555.99,858560.64,2074037.36,1000028.72,42328012.64,6.9781,2023-09-02 18:05:00
246,2023-09-03,12719787.6,5441448.18,5157928.67,3704418.45,2750238.42,3050677.89,1532770.01,1199710.35,726871.18,1926425.4,675418.21,38885694.36,7.2319,2023-09-03 18:05:00
247,2023-09-04,10884476.94,5827627.89,4491234.19,3086136.11,2442578.05,2737916.13,1494260.73,1124472.19,660515.41,1806311.73,655790.35,35211319.72,6.9041,2023-09-04 18:05:00
248,2023-09-05,11581905.22,5822522.56,4915055.58,3768074.37,2727990.23,2928916.61,1664244.65,1096834.5,688137.83,1704812.8,792595.17,37691089.52,6.916,2023-09-05 18:05:00
249,2023-09-06,11697952.87,5731316.71,4837022.88,3827696.34,3018476.16,3021583.05,1637465.37,948606.24,783946.8,1947324.7,699087.14,38150478.26,6.8678,2023-09-06 18:05:00
250,2023-09-07,11077792.65,5278424.25,4546552.78,3369834.59,2648077.13,2931932.42,1579821.22,961668.01,683311.29,1694320.42,744680.59,35516415.35,7.0625,2023-09-07 18:05:00
251,2023-09-08,12685109.74,5450236.5,5055552.83,3274601.77,2494809.54,3121331.29,1601546.31,1109524.92,810038.18,1851524.16,503211.39,37957486.63,6.9471,2023-09-08 18:05:00
252,2023-09-09,12395379.17,6346980.08,5314244.68,3749884.74,2802766.73,3105136.48,1573804.31,1041532.9,699108.96,1819073.54,639549.99,39487461.58,6.8822,2023-09-09 18:05:00
253,2023-09-10,13545669.27,6108464.28,5653929.18,3723947.56,2991086.44,3414898.73,1930816.5,1164781.4,802884.58,2060818.61,781904.81,42179201.36,7.1979,2023-09-10 18:05:00
254,2023-09-11,10741292.25,4961484.51,4670501.49,3270383.25,2352545.57,2878955.12,1278445.0,1016060.12,634715.07,1677494.57,699800.45,34181677.4,6.7061,2023-09-11 18:05:00
255,2023-09-12,11288684.24,5398872.22,4647970.75,3047940.77,2590534.73,2829249.28,1384724.45,991161.51,754462.25,1753864.76,690384.64,35377849.6,6.9277,2023-09-12 18:05:00
256,2023-09-13,11939563.57,5087578.34,4684653.19,3700095.23,2702349.18,2938409.79,1415294.24,941478.88,687047.43,1858446.48,694366.4,36649282.73,7.0375,2023-09-13 18:05:00
257,2023-09-14,11692232.41,5190175.72,4889263.43,3058735.98,2487499.44,2866697.11,1508960.95,1067973.78,764368.96,1753925.02,721952.71,36001785.51,6.8462,2023-09-14 18:05:00
258,2023-09-15,12892976.5,5984962.57,4914183.82,3540750.07,2523557.57,2844517.01,1442173.83,1114959.84,701222.5,1806404.47,717883.05,38483591.23,7.074,2023-09-15 18:05:00
259,2023-09-16,14103696.34,6375391.74,5683219.1,3522287.42,2690636.22,3262565.66,1737997.35,1155824.24,857460.72,2039580.7,524117.93,41952777.42,7.4471,2023-09-16 18:05:00
260,2023-09-17,12499584.23,5698247.02,5341692.73,3543441.21,2666917.48,2949941.61,1589191.04,1133017.21,728529.49,1985068.82,808370.44,38944001.28,7.3213,2023-09-17 18:05:00
